,Rows,"Угол нашивки, град",Плотность нашивки,"Угол нашивки, град-Плотность нашивки"
"Количество отвердителя, м.%-Температура вспышки, С_2-Модуль упругости при растяжении, ГПа-Прочность при растяжении, МПа-Потребление смолы, г/м2",,-0.025236186561951035,-0.044574154267194244,-0.034905170414573305
"Количество отвердителя, м.%-Температура вспышки, С_2-Модуль упругости при растяжении, ГПа-Прочность при растяжении, МПа-Шаг нашивки",,-0.029251188562670283,-0.06336814527596046,-0.04630966691931593
"Количество отвердителя, м.%-Температура вспышки, С_2-Модуль упругости при растяжении, ГПа-Потребление смолы, г/м2-Шаг нашивки",,-0.07287364273264307,-0.058973556847819575,-0.06592359979023255
"Количество отвердителя, м.%-Температура вспышки, С_2-Прочность при растяжении, МПа-Потребление смолы, г/м2-Шаг нашивки",,-0.03587051618547665,-0.08235368007378296,-0.059112098129630586
"Количество отвердителя, м.%-Поверхностная плотность, г/м2-Модуль упругости при растяжении, ГПа-Прочность при растяжении, МПа-Потребление смолы, г/м2",,-0.051279442782830476,-0.08109841004599261,-0.0661889264144121
"Количество отвердителя, м.%-Поверхностная плотность, г/м2-Модуль упругости при растяжении, ГПа-Прочность при растяжении, МПа-Шаг нашивки",,-0.007222934342509646,-0.12566166232522025,-0.06644229833386606
"Количество отвердителя, м.%-Поверхностная плотность, г/м2-Модуль упругости при растяжении, ГПа-Потребление смолы, г/м2-Шаг нашивки",,-0.0556199854863102,-0.036180219656670065,-0.04590010257149124
"Количество отвердителя, м.%-Поверхностная плотность, г/м2-Прочность при растяжении, МПа-Потребление смолы, г/м2-Шаг нашивки",,-0.02100415742605799,-0.0887263587652598,-0.05486525809566023
"Количество отвердителя, м.%-Модуль упругости при растяжении, ГПа-Прочность при растяжении, МПа-Потребление смолы, г/м2-Шаг нашивки",,-0.030770378508887752,-0.09227263529228824,-0.06152150690058944
"Содержание эпоксидных групп,%_2-Температура вспышки, С_2-Поверхностная плотность, г/м2-Модуль упругости при растяжении, ГПа-Прочность при растяжении, МПа",,-0.08014405176097172,-0.07465839383560047,-0.07740122279828643
"Содержание эпоксидных групп,%_2-Температура вспышки, С_2-Поверхностная плотность, г/м2-Модуль упругости при растяжении, ГПа-Потребление смолы, г/м2",,-0.059417960351855204,-0.019884749955753067,-0.03965135515380491
"Содержание эпоксидных групп,%_2-Температура вспышки, С_2-Поверхностная плотность, г/м2-Модуль упругости при растяжении, ГПа-Шаг нашивки",,-0.07558648192231798,-0.027285637427441722,-0.05143605967488063
"Содержание эпоксидных групп,%_2-Температура вспышки, С_2-Поверхностная плотность, г/м2-Прочность при растяжении, МПа-Потребление смолы, г/м2",,-0.04748146791728569,-0.0876936707766951,-0.06758756934699128
"Содержание эпоксидных групп,%_2-Температура вспышки, С_2-Поверхностная плотность, г/м2-Прочность при растяжении, МПа-Шаг нашивки",,-0.03424281267167184,-0.12167058940401465,-0.07795670103784347
"Содержание эпоксидных групп,%_2-Температура вспышки, С_2-Поверхностная плотность, г/м2-Потребление смолы, г/м2-Шаг нашивки",,-0.011780504181163387,-0.0976527042238351,-0.054716604202499686
"Содержание эпоксидных групп,%_2-Температура вспышки, С_2-Модуль упругости при растяжении, ГПа-Прочность при растяжении, МПа-Потребление смолы, г/м2",,-0.04259835737587059,-0.012551818466492781,-0.027575087921182684
"Содержание эпоксидных групп,%_2-Температура вспышки, С_2-Модуль упругости при растяжении, ГПа-Прочность при растяжении, МПа-Шаг нашивки",,-0.017640236830861244,-0.05896793763323749,-0.03830408723204992
"Содержание эпоксидных групп,%_2-Температура вспышки, С_2-Модуль упругости при растяжении, ГПа-Потребление смолы, г/м2-Шаг нашивки",,-0.09099540851967136,-0.054510145399100374,-0.07275277695938664
"Содержание эпоксидных групп,%_2-Температура вспышки, С_2-Прочность при растяжении, МПа-Потребление смолы, г/м2-Шаг нашивки",,-0.0721140477595339,-0.12002218056836167,-0.09606811416394834
"Содержание эпоксидных групп,%_2-Поверхностная плотность, г/м2-Модуль упругости при растяжении, ГПа-Прочность при растяжении, МПа-Потребление смолы, г/м2",,-0.03261510915786703,-0.05961018415282693,-0.04611264665534753
"Содержание эпоксидных групп,%_2-Поверхностная плотность, г/м2-Модуль упругости при растяжении, ГПа-Прочность при растяжении, МПа-Шаг нашивки",,0.012743562093498029,-0.10455269958602753,-0.045904568746266694
"Содержание эпоксидных групп,%_2-Поверхностная плотность, г/м2-Модуль упругости при растяжении, ГПа-Потребление смолы, г/м2-Шаг нашивки",,-0.023174428777798184,-0.05854400576644614,-0.04085921727212305
"Содержание эпоксидных групп,%_2-Поверхностная плотность, г/м2-Прочность при растяжении, МПа-Потребление смолы, г/м2-Шаг нашивки",,-0.017097668992926307,-0.12176665817910082,-0.06943216358601456
"Содержание эпоксидных групп,%_2-Модуль упругости при растяжении, ГПа-Прочность при растяжении, МПа-Потребление смолы, г/м2-Шаг нашивки",,0.016107482688694996,-0.07487697034891028,-0.029384743830108806
"Температура вспышки, С_2-Поверхностная плотность, г/м2-Модуль упругости при растяжении, ГПа-Прочность при растяжении, МПа-Потребление смолы, г/м2",,-0.04476862872761056,-0.03019787188118328,-0.037483250304397475
"Температура вспышки, С_2-Поверхностная плотность, г/м2-Модуль упругости при растяжении, ГПа-Прочность при растяжении, МПа-Шаг нашивки",,-0.045419710133132396,-0.10615118631175346,-0.07578544822244349
"Температура вспышки, С_2-Поверхностная плотность, г/м2-Модуль упругости при растяжении, ГПа-Потребление смолы, г/м2-Шаг нашивки",,-0.06712242365053211,-0.08292447932001323,-0.07502345148527301
"Температура вспышки, С_2-Поверхностная плотность, г/м2-Прочность при растяжении, МПа-Потребление смолы, г/м2-Шаг нашивки",,-0.04639633224141537,-0.14148823030672153,-0.09394228127406912
"Температура вспышки, С_2-Модуль упругости при растяжении, ГПа-Прочность при растяжении, МПа-Потребление смолы, г/м2-Шаг нашивки",,-0.05420930910767918,-0.05129573264618981,-0.05275252087693505
"Поверхностная плотность, г/м2-Модуль упругости при растяжении, ГПа-Прочность при растяжении, МПа-Потребление смолы, г/м2-Шаг нашивки",,-0.025019159426777238,-0.09211997109946357,-0.058569565263121404
"Соотношение матрица-наполнитель-Плотность, кг/м3-модуль упругости, ГПа-Количество отвердителя, м.%-Содержание эпоксидных групп,%_2-Температура вспышки, С_2",,-0.07450134624644811,-0.014040588633812634,-0.04427096744013159
"Соотношение матрица-наполнитель-Плотность, кг/м3-модуль упругости, ГПа-Количество отвердителя, м.%-Содержание эпоксидных групп,%_2-Поверхностная плотность, г/м2",,-0.09349122057417247,-0.049876195687388325,-0.07168370813078151
"Соотношение матрица-наполнитель-Плотность, кг/м3-модуль упругости, ГПа-Количество отвердителя, м.%-Содержание эпоксидных групп,%_2-Модуль упругости при растяжении, ГПа",,-0.06245634024429125,-0.023669538559061287,-0.04306293940167716
"Соотношение матрица-наполнитель-Плотность, кг/м3-модуль упругости, ГПа-Количество отвердителя, м.%-Содержание эпоксидных групп,%_2-Прочность при растяжении, МПа",,-0.07374175127333871,-0.010298849708937574,-0.04202030049113881
"Соотношение матрица-наполнитель-Плотность, кг/м3-модуль упругости, ГПа-Количество отвердителя, м.%-Содержание эпоксидных групп,%_2-Потребление смолы, г/м2",,-0.0659287744070749,0.00742985590488876,-0.029249459251094068
"Соотношение матрица-наполнитель-Плотность, кг/м3-модуль упругости, ГПа-Количество отвердителя, м.%-Содержание эпоксидных групп,%_2-Шаг нашивки",,-0.12452610090405347,0.019758960939669445,-0.05238356998219307
"Соотношение матрица-наполнитель-Плотность, кг/м3-модуль упругости, ГПа-Количество отвердителя, м.%-Температура вспышки, С_2-Поверхностная плотность, г/м2",,-0.05909241964909406,-0.027856429138604977,-0.0434744243938503
"Соотношение матрица-наполнитель-Плотность, кг/м3-модуль упругости, ГПа-Количество отвердителя, м.%-Температура вспышки, С_2-Модуль упругости при растяжении, ГПа",,-0.05779025683805017,-0.002817581763136845,-0.030303919300594173
"Соотношение матрица-наполнитель-Плотность, кг/м3-модуль упругости, ГПа-Количество отвердителя, м.%-Температура вспышки, С_2-Прочность при растяжении, МПа",,-0.06430107089327008,-0.0333185827664908,-0.04880982682988144
"Соотношение матрица-наполнитель-Плотность, кг/м3-модуль упругости, ГПа-Количество отвердителя, м.%-Температура вспышки, С_2-Потребление смолы, г/м2",,-0.04845809002556867,0.02324497235176526,-0.012606558836902426
"Соотношение матрица-наполнитель-Плотность, кг/м3-модуль упругости, ГПа-Количество отвердителя, м.%-Температура вспышки, С_2-Шаг нашивки",,-0.07374175127333893,0.022149169874918107,-0.02579629069921119
"Соотношение матрица-наполнитель-Плотность, кг/м3-модуль упругости, ГПа-Количество отвердителя, м.%-Поверхностная плотность, г/м2-Модуль упругости при растяжении, ГПа",,-0.041621735267587834,-0.005396255513677506,-0.023508995390633558
"Соотношение матрица-наполнитель-Плотность, кг/м3-модуль упругости, ГПа-Количество отвердителя, м.%-Поверхностная плотность, г/м2-Прочность при растяжении, МПа",,-0.09121243565484538,0.0018954957275146844,-0.04465846996366629
"Соотношение матрица-наполнитель-Плотность, кг/м3-модуль упругости, ГПа-Количество отвердителя, м.%-Поверхностная плотность, г/м2-Потребление смолы, г/м2",,-0.038257814672390866,-0.023743679791652372,-0.03100074723202284
"Соотношение матрица-наполнитель-Плотность, кг/м3-модуль упругости, ГПа-Количество отвердителя, м.%-Поверхностная плотность, г/м2-Шаг нашивки",,-0.06516917943396594,-0.06028773826249045,-0.06272845884822964
"Соотношение матрица-наполнитель-Плотность, кг/м3-модуль упругости, ГПа-Количество отвердителя, м.%-Модуль упругости при растяжении, ГПа-Прочность при растяжении, МПа",,-0.05030282067454728,-0.013736253474847082,-0.032019537074697846
"Соотношение матрица-наполнитель-Плотность, кг/м3-модуль упругости, ГПа-Количество отвердителя, м.%-Модуль упругости при растяжении, ГПа-Потребление смолы, г/м2",,-0.08676337938377854,0.01364062907206931,-0.036561375155855336
"Соотношение матрица-наполнитель-Плотность, кг/м3-модуль упругости, ГПа-Количество отвердителя, м.%-Модуль упругости при растяжении, ГПа-Шаг нашивки",,-0.08361648592375559,0.019818799646427188,-0.03189884313866531
"Соотношение матрица-наполнитель-Плотность, кг/м3-модуль упругости, ГПа-Количество отвердителя, м.%-Прочность при растяжении, МПа-Потребление смолы, г/м2",,-0.030227810670953037,0.011293487624972065,-0.009467161522991263
"Соотношение матрица-наполнитель-Плотность, кг/м3-модуль упругости, ГПа-Количество отвердителя, м.%-Прочность при растяжении, МПа-Шаг нашивки",,-0.059417960351855204,0.007004794025762484,-0.02620658316304686
"Соотношение матрица-наполнитель-Плотность, кг/м3-модуль упругости, ГПа-Количество отвердителя, м.%-Потребление смолы, г/м2-Шаг нашивки",,-0.029468215697843858,-0.014269482270088396,-0.021868848983966793
"Соотношение матрица-наполнитель-Плотность, кг/м3-модуль упругости, ГПа-Содержание эпоксидных групп,%_2-Температура вспышки, С_2-Поверхностная плотность, г/м2",,-0.05605403975665846,-0.05707688051079973,-0.05656546013372965
"Соотношение матрица-наполнитель-Плотность, кг/м3-модуль упругости, ГПа-Содержание эпоксидных групп,%_2-Температура вспышки, С_2-Модуль упругости при растяжении, ГПа",,-0.02686389007575607,0.0020363069663605904,-0.012413791554698406
"Соотношение матрица-наполнитель-Плотность, кг/м3-модуль упругости, ГПа-Содержание эпоксидных групп,%_2-Температура вспышки, С_2-Прочность при растяжении, МПа",,-0.10738095722530794,-0.0149238686299773,-0.06115241292764284
"Соотношение матрица-наполнитель-Плотность, кг/м3-модуль упругости, ГПа-Содержание эпоксидных групп,%_2-Температура вспышки, С_2-Потребление смолы, г/м2",,-0.051279442782830253,-0.01200464465966622,-0.031642043721249125
"Соотношение матрица-наполнитель-Плотность, кг/м3-модуль упругости, ГПа-Содержание эпоксидных групп,%_2-Температура вспышки, С_2-Шаг нашивки",,-0.12040258533574777,-0.029264501755487782,-0.07483354354561822
"Соотношение матрица-наполнитель-Плотность, кг/м3-модуль упругости, ГПа-Содержание эпоксидных групп,%_2-Поверхностная плотность, г/м2-Модуль упругости при растяжении, ГПа",,-0.07634607689542672,-0.027951580353611005,-0.05214882862451953
"Соотношение матрица-наполнитель-Плотность, кг/м3-модуль упругости, ГПа-Содержание эпоксидных групп,%_2-Поверхностная плотность, г/м2-Прочность при растяжении, МПа",,-0.0657117472719011,-0.054576185896334506,-0.060143966584119024
"Соотношение матрица-наполнитель-Плотность, кг/м3-модуль упругости, ГПа-Содержание эпоксидных групп,%_2-Поверхностная плотность, г/м2-Потребление смолы, г/м2",,-0.037932273969629726,-0.03189249131068106,-0.034912382640156725
"Соотношение матрица-наполнитель-Плотность, кг/м3-модуль упругости, ГПа-Содержание эпоксидных групп,%_2-Поверхностная плотность, г/м2-Шаг нашивки",,-0.09848284468317425,-0.02441492451510263,-0.06144888459913889
"Соотношение матрица-наполнитель-Плотность, кг/м3-модуль упругости, ГПа-Содержание эпоксидных групп,%_2-Модуль упругости при растяжении, ГПа-Прочность при растяжении, МПа",,-0.06234782667670391,-0.033501557895309064,-0.047924692286007375
"Соотношение матрица-наполнитель-Плотность, кг/м3-модуль упругости, ГПа-Содержание эпоксидных групп,%_2-Модуль упругости при растяжении, ГПа-Потребление смолы, г/м2",,-0.06527769300155306,-0.014643382578295894,-0.039960537789925143
"Соотношение матрица-наполнитель-Плотность, кг/м3-модуль упругости, ГПа-Содержание эпоксидных групп,%_2-Модуль упругости при растяжении, ГПа-Шаг нашивки",,-0.0977232497100653,0.0401191905564392,-0.02880202957681388
"Соотношение матрица-наполнитель-Плотность, кг/м3-модуль упругости, ГПа-Содержание эпоксидных групп,%_2-Прочность при растяжении, МПа-Потребление смолы, г/м2",,-0.0915379763576063,0.0026412474525046026,-0.044448364452551625
"Соотношение матрица-наполнитель-Плотность, кг/м3-модуль упругости, ГПа-Содержание эпоксидных групп,%_2-Прочность при растяжении, МПа-Шаг нашивки",,-0.14438408377247414,0.01731980554465118,-0.06353213911391176
"Соотношение матрица-наполнитель-Плотность, кг/м3-модуль упругости, ГПа-Содержание эпоксидных групп,%_2-Потребление смолы, г/м2-Шаг нашивки",,-0.07363323770575203,-0.01545258549554962,-0.04454291160065138
"Соотношение матрица-наполнитель-Плотность, кг/м3-модуль упругости, ГПа-Температура вспышки, С_2-Поверхностная плотность, г/м2-Модуль упругости при растяжении, ГПа",,-0.07157147992159896,-0.024072876612015737,-0.04782217826680801
"Соотношение матрица-наполнитель-Плотность, кг/м3-модуль упругости, ГПа-Температура вспышки, С_2-Поверхностная плотность, г/м2-Прочность при растяжении, МПа",,-0.04791552218763351,-0.0004921179354677729,-0.024203820061551196
"Соотношение матрица-наполнитель-Плотность, кг/м3-модуль упругости, ГПа-Температура вспышки, С_2-Поверхностная плотность, г/м2-Потребление смолы, г/м2",,-0.06625431510983604,-0.024393177137385313,-0.04532374612361145
"Соотношение матрица-наполнитель-Плотность, кг/м3-модуль упругости, ГПа-Температура вспышки, С_2-Поверхностная плотность, г/м2-Шаг нашивки",,-0.0389088960779127,-0.01241227589040017,-0.025660585984157103
"Соотношение матрица-наполнитель-Плотность, кг/м3-модуль упругости, ГПа-Температура вспышки, С_2-Модуль упругости при растяжении, ГПа-Прочность при растяжении, МПа",,-0.08133770100442872,0.0016743148256719298,-0.03983169308937917
"Соотношение матрица-наполнитель-Плотность, кг/м3-модуль упругости, ГПа-Температура вспышки, С_2-Модуль упругости при растяжении, ГПа-Потребление смолы, г/м2",,-0.0873059472217137,0.01048730158900546,-0.038409322816354674
"Соотношение матрица-наполнитель-Плотность, кг/м3-модуль упругости, ГПа-Температура вспышки, С_2-Модуль упругости при растяжении, ГПа-Шаг нашивки",,-0.048892144295916484,-0.005401323271691183,-0.0271467337838045
"Соотношение матрица-наполнитель-Плотность, кг/м3-модуль упругости, ГПа-Температура вспышки, С_2-Прочность при растяжении, МПа-Потребление смолы, г/м2",,-0.06820755932640199,0.03617470895127839,-0.016016425187562466
"Соотношение матрица-наполнитель-Плотность, кг/м3-модуль упругости, ГПа-Температура вспышки, С_2-Прочность при растяжении, МПа-Шаг нашивки",,-0.07450134624644789,-0.013377453368140557,-0.04393939980729522
"Соотношение матрица-наполнитель-Плотность, кг/м3-модуль упругости, ГПа-Температура вспышки, С_2-Потребление смолы, г/м2-Шаг нашивки",,-0.08925919143827943,-0.05554270000966821,-0.07240094572397471
"Соотношение матрица-наполнитель-Плотность, кг/м3-модуль упругости, ГПа-Поверхностная плотность, г/м2-Модуль упругости при растяжении, ГПа-Прочность при растяжении, МПа",,-0.09425081554728121,-0.016832167233660655,-0.0555414913904716
"Соотношение матрица-наполнитель-Плотность, кг/м3-модуль упругости, ГПа-Поверхностная плотность, г/м2-Модуль упругости при растяжении, ГПа-Потребление смолы, г/м2",,-0.07222256132712102,-0.040840436856726337,-0.0565314990919249
"Соотношение матрица-наполнитель-Плотность, кг/м3-модуль упругости, ГПа-Поверхностная плотность, г/м2-Модуль упругости при растяжении, ГПа-Шаг нашивки",,-0.033157676995801966,-0.01795410237256645,-0.02555588968418554
"Соотношение матрица-наполнитель-Плотность, кг/м3-модуль упругости, ГПа-Поверхностная плотность, г/м2-Прочность при растяжении, МПа-Потребление смолы, г/м2",,-0.08632932511343028,-0.015593179637351184,-0.05096125237539151
"Соотношение матрица-наполнитель-Плотность, кг/м3-модуль упругости, ГПа-Поверхностная плотность, г/м2-Прочность при растяжении, МПа-Шаг нашивки",,-0.09403378841210741,-0.030859632706063067,-0.06244671055908624
"Соотношение матрица-наполнитель-Плотность, кг/м3-модуль упругости, ГПа-Поверхностная плотность, г/м2-Потребление смолы, г/м2-Шаг нашивки",,-0.015144424776360133,-0.01776208216439512,-0.016453253470378737
"Соотношение матрица-наполнитель-Плотность, кг/м3-модуль упругости, ГПа-Модуль упругости при растяжении, ГПа-Прочность при растяжении, МПа-Потребление смолы, г/м2",,-0.04986876640419946,0.007514934977516097,-0.02117691571334268
"Соотношение матрица-наполнитель-Плотность, кг/м3-модуль упругости, ГПа-Модуль упругости при растяжении, ГПа-Прочность при растяжении, МПа-Шаг нашивки",,-0.03185551418475807,-0.0010276057256637383,-0.016441559955211682
"Соотношение матрица-наполнитель-Плотность, кг/м3-модуль упругости, ГПа-Модуль упругости при растяжении, ГПа-Потребление смолы, г/м2-Шаг нашивки",,-0.08198878240995056,0.0229651000883363,-0.02951184116080835
"Соотношение матрица-наполнитель-Плотность, кг/м3-модуль упругости, ГПа-Прочность при растяжении, МПа-Потребление смолы, г/м2-Шаг нашивки",,-0.09121243565484538,0.026206826192199384,-0.03250280473132339
"Соотношение матрица-наполнитель-Плотность, кг/м3-Количество отвердителя, м.%-Содержание эпоксидных групп,%_2-Температура вспышки, С_2-Поверхностная плотность, г/м2",,-0.053775254837331365,-0.056192316687961874,-0.0549837857626474
"Соотношение матрица-наполнитель-Плотность, кг/м3-Количество отвердителя, м.%-Содержание эпоксидных групп,%_2-Температура вспышки, С_2-Модуль упругости при растяжении, ГПа",,-0.06864161359675003,-0.050267932811968175,-0.05945477320435988
"Соотношение матрица-наполнитель-Плотность, кг/м3-Количество отвердителя, м.%-Содержание эпоксидных групп,%_2-Температура вспышки, С_2-Прочность при растяжении, МПа",,-0.08177175527477654,-0.03523090034218512,-0.05850132780848194
"Соотношение матрица-наполнитель-Плотность, кг/м3-Количество отвердителя, м.%-Содержание эпоксидных групп,%_2-Температура вспышки, С_2-Потребление смолы, г/м2",,-0.06495215229879214,-0.08203569049604886,-0.07349392139742106
"Соотношение матрица-наполнитель-Плотность, кг/м3-Количество отвердителя, м.%-Содержание эпоксидных групп,%_2-Температура вспышки, С_2-Шаг нашивки",,-0.06864161359675003,-0.05622986885303094,-0.06243574122489137
"Соотношение матрица-наполнитель-Плотность, кг/м3-Количество отвердителя, м.%-Содержание эпоксидных групп,%_2-Поверхностная плотность, г/м2-Модуль упругости при растяжении, ГПа",,-0.028274566454387307,-0.03252925512615645,-0.030401910790272102
"Соотношение матрица-наполнитель-Плотность, кг/м3-Количество отвердителя, м.%-Содержание эпоксидных групп,%_2-Поверхностная плотность, г/м2-Прочность при растяжении, МПа",,-0.051604983485591394,-0.09154721477485683,-0.071576099130225
"Соотношение матрица-наполнитель-Плотность, кг/м3-Количество отвердителя, м.%-Содержание эпоксидных групп,%_2-Поверхностная плотность, г/м2-Потребление смолы, г/м2",,-0.0194849674798403,-0.028046974302976313,-0.023765970891409527
"Соотношение матрица-наполнитель-Плотность, кг/м3-Количество отвердителя, м.%-Содержание эпоксидных групп,%_2-Поверхностная плотность, г/м2-Шаг нашивки",,-0.038691868942738905,-0.026377148871132183,-0.03253450890693632
"Соотношение матрица-наполнитель-Плотность, кг/м3-Количество отвердителя, м.%-Содержание эпоксидных групп,%_2-Модуль упругости при растяжении, ГПа-Прочность при растяжении, МПа",,-0.04813254932280753,-0.07781151088044291,-0.062972030101626
"Соотношение матрица-наполнитель-Плотность, кг/м3-Количество отвердителя, м.%-Содержание эпоксидных групп,%_2-Модуль упругости при растяжении, ГПа-Потребление смолы, г/м2",,-0.06278188094705217,-0.06541557235512419,-0.06409872665108851
"Соотношение матрица-наполнитель-Плотность, кг/м3-Количество отвердителя, м.%-Содержание эпоксидных групп,%_2-Модуль упругости при растяжении, ГПа-Шаг нашивки",,-0.0862208115458436,-0.024593920536851055,-0.05540736604134755
"Соотношение матрица-наполнитель-Плотность, кг/м3-Количество отвердителя, м.%-Содержание эпоксидных групп,%_2-Прочность при растяжении, МПа-Потребление смолы, г/м2",,-0.025995781535060214,-0.030671276996765418,-0.028333529265913704
"Соотношение матрица-наполнитель-Плотность, кг/м3-Количество отвердителя, м.%-Содержание эпоксидных групп,%_2-Прочность при растяжении, МПа-Шаг нашивки",,-0.09479338338521637,-0.03269386184332301,-0.06374362261427058
"Соотношение матрица-наполнитель-Плотность, кг/м3-Количество отвердителя, м.%-Содержание эпоксидных групп,%_2-Потребление смолы, г/м2-Шаг нашивки",,-0.05854985181115935,-0.06794128606484628,-0.0632455689380036
"Соотношение матрица-наполнитель-Плотность, кг/м3-Количество отвердителя, м.%-Температура вспышки, С_2-Поверхностная плотность, г/м2-Модуль упругости при растяжении, ГПа",,-0.014384829803251176,-0.027818346359230306,-0.02110158808124185
"Соотношение матрица-наполнитель-Плотность, кг/м3-Количество отвердителя, м.%-Температура вспышки, С_2-Поверхностная плотность, г/м2-Прочность при растяжении, МПа",,-0.04053659959171774,-0.02496680213196112,-0.03275170086183965
"Соотношение матрица-наполнитель-Плотность, кг/м3-Количество отвердителя, м.%-Температура вспышки, С_2-Поверхностная плотность, г/м2-Потребление смолы, г/м2",,-0.027949025751626166,-0.013234446285358414,-0.020591736018492734
"Соотношение матрица-наполнитель-Плотность, кг/м3-Количество отвердителя, м.%-Температура вспышки, С_2-Поверхностная плотность, г/м2-Шаг нашивки",,-0.034785380509607,-0.037013329799547634,-0.035899355154578316
"Соотношение матрица-наполнитель-Плотность, кг/м3-Количество отвердителя, м.%-Температура вспышки, С_2-Модуль упругости при растяжении, ГПа-Прочность при растяжении, МПа",,-0.061045663865660016,-0.08510876074706708,-0.07307721230636433
"Соотношение матрица-наполнитель-Плотность, кг/м3-Количество отвердителя, м.%-Температура вспышки, С_2-Модуль упругости при растяжении, ГПа-Потребление смолы, г/м2",,-0.0669053965153581,-0.09893189842202932,-0.08291864746869371
"Соотношение матрица-наполнитель-Плотность, кг/м3-Количество отвердителя, м.%-Температура вспышки, С_2-Модуль упругости при растяжении, ГПа-Шаг нашивки",,-0.09142946279001962,-0.07323292935365,-0.08233119607183503
"Соотношение матрица-наполнитель-Плотность, кг/м3-Количество отвердителя, м.%-Температура вспышки, С_2-Прочность при растяжении, МПа-Потребление смолы, г/м2",,-0.06289039451463929,-0.028118177044903714,-0.0455042857797725
"Соотношение матрица-наполнитель-Плотность, кг/м3-Количество отвердителя, м.%-Температура вспышки, С_2-Прочность при растяжении, МПа-Шаг нашивки",,-0.06006904175737704,-0.04729865603291805,-0.05368384889514832
"Соотношение матрица-наполнитель-Плотность, кг/м3-Количество отвердителя, м.%-Температура вспышки, С_2-Потребление смолы, г/м2-Шаг нашивки",,-0.06289039451463907,-0.06077347804032529,-0.06183193627748296
"Соотношение матрица-наполнитель-Плотность, кг/м3-Количество отвердителя, м.%-Поверхностная плотность, г/м2-Модуль упругости при растяжении, ГПа-Прочность при растяжении, МПа",,-0.0055952308287046115,-0.02795531742887203,-0.016775274128789208
"Соотношение матрица-наполнитель-Плотность, кг/м3-Количество отвердителя, м.%-Поверхностная плотность, г/м2-Модуль упругости при растяжении, ГПа-Потребление смолы, г/м2",,0.007317883714147988,-0.022180524316375072,-0.007431320301114652
"Соотношение матрица-наполнитель-Плотность, кг/м3-Количество отвердителя, м.%-Поверхностная плотность, г/м2-Модуль упругости при растяжении, ГПа-Шаг нашивки",,-0.016772128290165167,-0.03090026742630214,-0.023836197858234764
"Соотношение матрица-наполнитель-Плотность, кг/м3-Количество отвердителя, м.%-Поверхностная плотность, г/м2-Прочность при растяжении, МПа-Потребление смолы, г/м2",,-0.02393402375090692,-0.05243486161438771,-0.03818444268264842
"Соотношение матрица-наполнитель-Плотность, кг/м3-Количество отвердителя, м.%-Поверхностная плотность, г/м2-Прочность при растяжении, МПа-Шаг нашивки",,-0.006354825801813346,-0.015880321859108815,-0.011117573830462302
"Соотношение матрица-наполнитель-Плотность, кг/м3-Количество отвердителя, м.%-Поверхностная плотность, г/м2-Потребление смолы, г/м2-Шаг нашивки",,0.016975591229390963,-0.03072534039225361,-0.006874874581432211
"Соотношение матрица-наполнитель-Плотность, кг/м3-Количество отвердителя, м.%-Модуль упругости при растяжении, ГПа-Прочность при растяжении, МПа-Потребление смолы, г/м2",,-0.017097668992926307,-0.03998446954603985,-0.028541069269483743
"Соотношение матрица-наполнитель-Плотность, кг/м3-Количество отвердителя, м.%-Модуль упругости при растяжении, ГПа-Прочность при растяжении, МПа-Шаг нашивки",,-0.025670240832299074,-0.046156412899988064,-0.03591332686614446
"Соотношение матрица-наполнитель-Плотность, кг/м3-Количество отвердителя, м.%-Модуль упругости при растяжении, ГПа-Потребление смолы, г/м2-Шаг нашивки",,-0.05985201462220324,-0.06469559884074672,-0.062273806731475645
"Соотношение матрица-наполнитель-Плотность, кг/м3-Количество отвердителя, м.%-Прочность при растяжении, МПа-Потребление смолы, г/м2-Шаг нашивки",,-0.028925647859909143,-0.032492342948009956,-0.03070899540396077
"Соотношение матрица-наполнитель-Плотность, кг/м3-Содержание эпоксидных групп,%_2-Температура вспышки, С_2-Поверхностная плотность, г/м2-Модуль упругости при растяжении, ГПа",,-0.03673862472617295,-0.007633042690645686,-0.022185833708409763
"Соотношение матрица-наполнитель-Плотность, кг/м3-Содержание эпоксидных групп,%_2-Температура вспышки, С_2-Поверхностная плотность, г/м2-Прочность при растяжении, МПа",,-0.08546121657273442,-0.08731177873474216,-0.0863864976537394
"Соотношение матрица-наполнитель-Плотность, кг/м3-Содержание эпоксидных групп,%_2-Температура вспышки, С_2-Поверхностная плотность, г/м2-Потребление смолы, г/м2",,-0.06614580154224892,-0.03476303432799388,-0.05045441793512184
"Соотношение матрица-наполнитель-Плотность, кг/м3-Содержание эпоксидных групп,%_2-Температура вспышки, С_2-Поверхностная плотность, г/м2-Шаг нашивки",,-0.02914267499508294,-0.05463215660554033,-0.041887415800312966
"Соотношение матрица-наполнитель-Плотность, кг/м3-Содержание эпоксидных групп,%_2-Температура вспышки, С_2-Модуль упругости при растяжении, ГПа-Прочность при растяжении, МПа",,-0.056162553324245135,-0.05244513274446394,-0.05430384303435565
"Соотношение матрица-наполнитель-Плотность, кг/м3-Содержание эпоксидных групп,%_2-Температура вспышки, С_2-Модуль упругости при растяжении, ГПа-Потребление смолы, г/м2",,-0.05779025683805017,0.0012958569187283553,-0.028247199959661684
