,Rows,"Модуль упругости при растяжении, ГПа","Прочность при растяжении, МПа","Модуль упругости при растяжении, ГПа-Прочность при растяжении, МПа"
"Плотность, кг/м3-модуль упругости, ГПа-Количество отвердителя, м.%-Содержание эпоксидных групп,%_2-Поверхностная плотность, г/м2",,-0.04862145326219425,-0.12150710399219267,-0.08506427862719335
"Плотность, кг/м3-модуль упругости, ГПа-Количество отвердителя, м.%-Содержание эпоксидных групп,%_2-Потребление смолы, г/м2",,-0.12472051167575748,-0.1230986714583504,-0.12390959156705439
"Плотность, кг/м3-модуль упругости, ГПа-Количество отвердителя, м.%-Содержание эпоксидных групп,%_2-Шаг нашивки",,-0.14646620693151102,-0.11730415891252455,-0.13188518292201767
"Плотность, кг/м3-модуль упругости, ГПа-Количество отвердителя, м.%-Содержание эпоксидных групп,%_2-Угол нашивки, град",,-0.08930352298153044,-0.14190089288589358,-0.11560220793371234
"Плотность, кг/м3-модуль упругости, ГПа-Количество отвердителя, м.%-Содержание эпоксидных групп,%_2-Плотность нашивки",,-0.18610818413653174,-0.11424265996635952,-0.15017542205144574
"Плотность, кг/м3-модуль упругости, ГПа-Количество отвердителя, м.%-Температура вспышки, С_2-Поверхностная плотность, г/м2",,-0.095102916063182,-0.15173120632925974,-0.12341706119622087
"Плотность, кг/м3-модуль упругости, ГПа-Количество отвердителя, м.%-Температура вспышки, С_2-Потребление смолы, г/м2",,-0.06214952517035699,-0.13457159819918463,-0.09836056168477092
"Плотность, кг/м3-модуль упругости, ГПа-Количество отвердителя, м.%-Температура вспышки, С_2-Шаг нашивки",,-0.12655716379184345,-0.10575561455979132,-0.11615638917581794
"Плотность, кг/м3-модуль упругости, ГПа-Количество отвердителя, м.%-Температура вспышки, С_2-Угол нашивки, град",,-0.11739834255115444,-0.07788365590261725,-0.09764099922688596
"Плотность, кг/м3-модуль упругости, ГПа-Количество отвердителя, м.%-Температура вспышки, С_2-Плотность нашивки",,-0.08941721686513837,-0.13320862486072782,-0.11131292086293298
"Плотность, кг/м3-модуль упругости, ГПа-Количество отвердителя, м.%-Поверхностная плотность, г/м2-Потребление смолы, г/м2",,-0.12226988636014124,-0.15781451141553204,-0.14004219888783653
"Плотность, кг/м3-модуль упругости, ГПа-Количество отвердителя, м.%-Поверхностная плотность, г/м2-Шаг нашивки",,-0.10945092924740707,-0.07561222065279805,-0.09253157495010256
"Плотность, кг/м3-модуль упругости, ГПа-Количество отвердителя, м.%-Поверхностная плотность, г/м2-Угол нашивки, град",,-0.0874795426429118,-0.13005576043788936,-0.10876765154040069
"Плотность, кг/м3-модуль упругости, ГПа-Количество отвердителя, м.%-Поверхностная плотность, г/м2-Плотность нашивки",,-0.0975762707125063,-0.09331844338244655,-0.09544735704747653
"Плотность, кг/м3-модуль упругости, ГПа-Количество отвердителя, м.%-Потребление смолы, г/м2-Шаг нашивки",,-0.10574789514830507,-0.21132050482450193,-0.15853419998640417
"Плотность, кг/м3-модуль упругости, ГПа-Количество отвердителя, м.%-Потребление смолы, г/м2-Угол нашивки, град",,-0.07419834008010162,-0.11023610632602954,-0.09221722320306558
"Плотность, кг/м3-модуль упругости, ГПа-Количество отвердителя, м.%-Потребление смолы, г/м2-Плотность нашивки",,-0.06019980417622417,-0.14667111950759737,-0.10343546184191066
"Плотность, кг/м3-модуль упругости, ГПа-Количество отвердителя, м.%-Шаг нашивки-Угол нашивки, град",,-0.05684481704491984,-0.07866245830362462,-0.06775363767427256
"Плотность, кг/м3-модуль упругости, ГПа-Количество отвердителя, м.%-Шаг нашивки-Плотность нашивки",,-0.09188312306866675,-0.10433651841014768,-0.09810982073940755
"Плотность, кг/м3-модуль упругости, ГПа-Количество отвердителя, м.%-Угол нашивки, град-Плотность нашивки",,-0.07303135216569379,-0.11540665016951368,-0.09421900116760329
"Плотность, кг/м3-модуль упругости, ГПа-Содержание эпоксидных групп,%_2-Температура вспышки, С_2-Поверхностная плотность, г/м2",,-0.01898569565244368,-0.10144777350927026,-0.060216734580856746
"Плотность, кг/м3-модуль упругости, ГПа-Содержание эпоксидных групп,%_2-Температура вспышки, С_2-Потребление смолы, г/м2",,-0.07508466933044189,-0.13443804948895544,-0.10476135940969855
"Плотность, кг/м3-модуль упругости, ГПа-Содержание эпоксидных групп,%_2-Температура вспышки, С_2-Шаг нашивки",,-0.1375938417321385,-0.14172266668771138,-0.13965825420992495
"Плотность, кг/м3-модуль упругости, ГПа-Содержание эпоксидных групп,%_2-Температура вспышки, С_2-Угол нашивки, град",,-0.06172065458884468,-0.1266915817847616,-0.09420611818680313
"Плотность, кг/м3-модуль упругости, ГПа-Содержание эпоксидных групп,%_2-Температура вспышки, С_2-Плотность нашивки",,-0.09760747793121594,-0.12323534558843385,-0.11042141175982445
"Плотность, кг/м3-модуль упругости, ГПа-Содержание эпоксидных групп,%_2-Поверхностная плотность, г/м2-Потребление смолы, г/м2",,-0.07685482655770182,-0.0955422514026496,-0.08619853898017571
"Плотность, кг/м3-модуль упругости, ГПа-Содержание эпоксидных групп,%_2-Поверхностная плотность, г/м2-Шаг нашивки",,-0.06177967516640148,-0.10356868687935461,-0.0826741810228786
"Плотность, кг/м3-модуль упругости, ГПа-Содержание эпоксидных групп,%_2-Поверхностная плотность, г/м2-Угол нашивки, град",,-0.03816237860764593,-0.08942576450572326,-0.06379407155668448
"Плотность, кг/м3-модуль упругости, ГПа-Содержание эпоксидных групп,%_2-Поверхностная плотность, г/м2-Плотность нашивки",,-0.0543862710818146,-0.10047870089982669,-0.07743248599082075
"Плотность, кг/м3-модуль упругости, ГПа-Содержание эпоксидных групп,%_2-Потребление смолы, г/м2-Шаг нашивки",,-0.12764431381874997,-0.2028236492300628,-0.16523398152440627
"Плотность, кг/м3-модуль упругости, ГПа-Содержание эпоксидных групп,%_2-Потребление смолы, г/м2-Угол нашивки, град",,-0.04253030708015615,-0.11697231717269752,-0.0797513121264265
"Плотность, кг/м3-модуль упругости, ГПа-Содержание эпоксидных групп,%_2-Потребление смолы, г/м2-Плотность нашивки",,-0.09000913727140492,-0.12525449680258172,-0.10763181703699398
"Плотность, кг/м3-модуль упругости, ГПа-Содержание эпоксидных групп,%_2-Шаг нашивки-Угол нашивки, град",,-0.04910319601020685,-0.14192889692863897,-0.09551604646942291
"Плотность, кг/м3-модуль упругости, ГПа-Содержание эпоксидных групп,%_2-Шаг нашивки-Плотность нашивки",,-0.07763272390568976,-0.15270899198190624,-0.11517085794379878
"Плотность, кг/м3-модуль упругости, ГПа-Содержание эпоксидных групп,%_2-Угол нашивки, град-Плотность нашивки",,-0.08311513559144945,-0.12468092413794762,-0.10389802986469798
"Плотность, кг/м3-модуль упругости, ГПа-Температура вспышки, С_2-Поверхностная плотность, г/м2-Потребление смолы, г/м2",,-0.07112717318508621,-0.11969405474862671,-0.0954106139668569
"Плотность, кг/м3-модуль упругости, ГПа-Температура вспышки, С_2-Поверхностная плотность, г/м2-Шаг нашивки",,-0.0867515000292598,-0.10687861745000227,-0.09681505873963125
"Плотность, кг/м3-модуль упругости, ГПа-Температура вспышки, С_2-Поверхностная плотность, г/м2-Угол нашивки, град",,-0.0606400901238735,-0.1067686744183951,-0.08370438227113386
"Плотность, кг/м3-модуль упругости, ГПа-Температура вспышки, С_2-Поверхностная плотность, г/м2-Плотность нашивки",,-0.07261465677533185,-0.13324250885756062,-0.1029285828164459
"Плотность, кг/м3-модуль упругости, ГПа-Температура вспышки, С_2-Потребление смолы, г/м2-Шаг нашивки",,-0.07666787182931101,-0.22438629043360625,-0.15052708113145885
"Плотность, кг/м3-модуль упругости, ГПа-Температура вспышки, С_2-Потребление смолы, г/м2-Угол нашивки, град",,-0.04998443799340002,-0.14187324482719066,-0.09592884141029501
"Плотность, кг/м3-модуль упругости, ГПа-Температура вспышки, С_2-Потребление смолы, г/м2-Плотность нашивки",,-0.043072332945368164,-0.17087197721731795,-0.10697215508134306
"Плотность, кг/м3-модуль упругости, ГПа-Температура вспышки, С_2-Шаг нашивки-Угол нашивки, град",,-0.12198183387551187,-0.14770620636678888,-0.1348440201211506
"Плотность, кг/м3-модуль упругости, ГПа-Температура вспышки, С_2-Шаг нашивки-Плотность нашивки",,-0.0766919669846533,-0.15248294920394567,-0.11458745809430004
"Плотность, кг/м3-модуль упругости, ГПа-Температура вспышки, С_2-Угол нашивки, град-Плотность нашивки",,-0.09103854487514007,-0.12942128806041642,-0.11022991646777813
"Плотность, кг/м3-модуль упругости, ГПа-Поверхностная плотность, г/м2-Потребление смолы, г/м2-Шаг нашивки",,-0.0838850153183861,-0.14429198401004073,-0.11408849966421342
"Плотность, кг/м3-модуль упругости, ГПа-Поверхностная плотность, г/м2-Потребление смолы, г/м2-Угол нашивки, град",,-0.07826875450355653,-0.08138095967870007,-0.07982485709112841
"Плотность, кг/м3-модуль упругости, ГПа-Поверхностная плотность, г/м2-Потребление смолы, г/м2-Плотность нашивки",,-0.06507314205826398,-0.12790526087836818,-0.09648920146831597
"Плотность, кг/м3-модуль упругости, ГПа-Поверхностная плотность, г/м2-Шаг нашивки-Угол нашивки, град",,-0.04772867155171112,-0.083385831066916,-0.06555725130931322
"Плотность, кг/м3-модуль упругости, ГПа-Поверхностная плотность, г/м2-Шаг нашивки-Плотность нашивки",,-0.06251448537894388,-0.04828906724385984,-0.05540177631140142
"Плотность, кг/м3-модуль упругости, ГПа-Поверхностная плотность, г/м2-Угол нашивки, град-Плотность нашивки",,-0.0287144456072439,-0.09507728996542109,-0.061895867786331826
"Плотность, кг/м3-модуль упругости, ГПа-Потребление смолы, г/м2-Шаг нашивки-Угол нашивки, град",,-0.011643875786380598,-0.19688985609932375,-0.10426686594285262
"Плотность, кг/м3-модуль упругости, ГПа-Потребление смолы, г/м2-Шаг нашивки-Плотность нашивки",,-0.08448100067885256,-0.22339781087102173,-0.15393940577493714
"Плотность, кг/м3-модуль упругости, ГПа-Потребление смолы, г/м2-Угол нашивки, град-Плотность нашивки",,-0.05471062304503471,-0.18748504528628396,-0.12109783416565922
"Плотность, кг/м3-модуль упругости, ГПа-Шаг нашивки-Угол нашивки, град-Плотность нашивки",,-0.03756888752441645,-0.17648565277671602,-0.10702727015056657
"Плотность, кг/м3-Количество отвердителя, м.%-Содержание эпоксидных групп,%_2-Температура вспышки, С_2-Поверхностная плотность, г/м2",,-0.10544587312946097,-0.10126386480561878,-0.10335486896753932
"Плотность, кг/м3-Количество отвердителя, м.%-Содержание эпоксидных групп,%_2-Температура вспышки, С_2-Потребление смолы, г/м2",,-0.08029556615447797,-0.06587730493761934,-0.07308643554604799
"Плотность, кг/м3-Количество отвердителя, м.%-Содержание эпоксидных групп,%_2-Температура вспышки, С_2-Шаг нашивки",,-0.10916753528770617,-0.10842301027659662,-0.1087952727821514
"Плотность, кг/м3-Количество отвердителя, м.%-Содержание эпоксидных групп,%_2-Температура вспышки, С_2-Угол нашивки, град",,-0.10736970092140274,-0.08682729735760053,-0.09709849913950153
"Плотность, кг/м3-Количество отвердителя, м.%-Содержание эпоксидных групп,%_2-Температура вспышки, С_2-Плотность нашивки",,-0.13678457444395242,-0.09585599403479828,-0.11632028423937557
"Плотность, кг/м3-Количество отвердителя, м.%-Содержание эпоксидных групп,%_2-Поверхностная плотность, г/м2-Потребление смолы, г/м2",,-0.07773269434636276,-0.09574282206480111,-0.08673775820558138
"Плотность, кг/м3-Количество отвердителя, м.%-Содержание эпоксидных групп,%_2-Поверхностная плотность, г/м2-Шаг нашивки",,-0.09422272361004169,-0.10463261686765768,-0.09942767023884991
"Плотность, кг/м3-Количество отвердителя, м.%-Содержание эпоксидных групп,%_2-Поверхностная плотность, г/м2-Угол нашивки, град",,-0.07169071295796292,-0.09557431816240314,-0.08363251556018281
"Плотность, кг/м3-Количество отвердителя, м.%-Содержание эпоксидных групп,%_2-Поверхностная плотность, г/м2-Плотность нашивки",,-0.10780215355408851,-0.11939613074024757,-0.11359914214716815
"Плотность, кг/м3-Количество отвердителя, м.%-Содержание эпоксидных групп,%_2-Потребление смолы, г/м2-Шаг нашивки",,-0.10247399829593773,-0.13723186552752087,-0.11985293191172941
"Плотность, кг/м3-Количество отвердителя, м.%-Содержание эпоксидных групп,%_2-Потребление смолы, г/м2-Угол нашивки, град",,-0.07215715070346262,-0.09387936821880749,-0.08301825946113528
"Плотность, кг/м3-Количество отвердителя, м.%-Содержание эпоксидных групп,%_2-Потребление смолы, г/м2-Плотность нашивки",,-0.07512293065719033,-0.05121875410588128,-0.06317084238153592
"Плотность, кг/м3-Количество отвердителя, м.%-Содержание эпоксидных групп,%_2-Шаг нашивки-Угол нашивки, град",,-0.06153121383740667,-0.0610647929586261,-0.06129800339801583
"Плотность, кг/м3-Количество отвердителя, м.%-Содержание эпоксидных групп,%_2-Шаг нашивки-Плотность нашивки",,-0.12257535164577171,-0.09078083833978723,-0.10667809499277958
"Плотность, кг/м3-Количество отвердителя, м.%-Содержание эпоксидных групп,%_2-Угол нашивки, град-Плотность нашивки",,-0.12477232663434545,-0.08699367679602577,-0.10588300171518594
"Плотность, кг/м3-Количество отвердителя, м.%-Температура вспышки, С_2-Поверхностная плотность, г/м2-Потребление смолы, г/м2",,-0.06586604821815945,-0.09364627560526295,-0.07975616191171164
"Плотность, кг/м3-Количество отвердителя, м.%-Температура вспышки, С_2-Поверхностная плотность, г/м2-Шаг нашивки",,-0.05733823674437111,-0.06570244679371995,-0.06152034176904542
"Плотность, кг/м3-Количество отвердителя, м.%-Температура вспышки, С_2-Поверхностная плотность, г/м2-Угол нашивки, град",,-0.08859744381140677,-0.10896497203606614,-0.0987812079237369
"Плотность, кг/м3-Количество отвердителя, м.%-Температура вспышки, С_2-Поверхностная плотность, г/м2-Плотность нашивки",,-0.05878603293305118,-0.10152954510982704,-0.08015778902143889
"Плотность, кг/м3-Количество отвердителя, м.%-Температура вспышки, С_2-Потребление смолы, г/м2-Шаг нашивки",,-0.0719236215641077,-0.1330292634961865,-0.1024764425301472
"Плотность, кг/м3-Количество отвердителя, м.%-Температура вспышки, С_2-Потребление смолы, г/м2-Угол нашивки, град",,-0.11876708637699207,-0.08003629648500765,-0.09940169143099953
"Плотность, кг/м3-Количество отвердителя, м.%-Температура вспышки, С_2-Потребление смолы, г/м2-Плотность нашивки",,-0.06834542948587186,-0.08187104638751541,-0.07510823793669363
"Плотность, кг/м3-Количество отвердителя, м.%-Температура вспышки, С_2-Шаг нашивки-Угол нашивки, град",,-0.08093429398459673,-0.09324364476891911,-0.08708896937675781
"Плотность, кг/м3-Количество отвердителя, м.%-Температура вспышки, С_2-Шаг нашивки-Плотность нашивки",,-0.11059474550145021,-0.07308062217406541,-0.09183768383775748
"Плотность, кг/м3-Количество отвердителя, м.%-Температура вспышки, С_2-Угол нашивки, град-Плотность нашивки",,-0.1363134156793151,-0.09292339804328931,-0.11461840686130209
"Плотность, кг/м3-Количество отвердителя, м.%-Поверхностная плотность, г/м2-Потребление смолы, г/м2-Шаг нашивки",,-0.047415849767118434,-0.1219248510156612,-0.08467035039138981
"Плотность, кг/м3-Количество отвердителя, м.%-Поверхностная плотность, г/м2-Потребление смолы, г/м2-Угол нашивки, град",,-0.03611042916999674,-0.10770671805627252,-0.07190857361313463
"Плотность, кг/м3-Количество отвердителя, м.%-Поверхностная плотность, г/м2-Потребление смолы, г/м2-Плотность нашивки",,-0.07455524885420184,-0.0818168801504029,-0.07818606450230292
"Плотность, кг/м3-Количество отвердителя, м.%-Поверхностная плотность, г/м2-Шаг нашивки-Угол нашивки, град",,-0.061605977670145196,-0.05958548371746941,-0.06059573069380686
"Плотность, кг/м3-Количество отвердителя, м.%-Поверхностная плотность, г/м2-Шаг нашивки-Плотность нашивки",,-0.08138755681547893,-0.09635346657675248,-0.08887051169611593
"Плотность, кг/м3-Количество отвердителя, м.%-Поверхностная плотность, г/м2-Угол нашивки, град-Плотность нашивки",,-0.09526987456445513,-0.10105783875480401,-0.09816385665962979
"Плотность, кг/м3-Количество отвердителя, м.%-Потребление смолы, г/м2-Шаг нашивки-Угол нашивки, град",,-0.06276895841710006,-0.15169467595775687,-0.10723181718742847
"Плотность, кг/м3-Количество отвердителя, м.%-Потребление смолы, г/м2-Шаг нашивки-Плотность нашивки",,-0.07343044820388589,-0.14658522885560954,-0.11000783852974738
"Плотность, кг/м3-Количество отвердителя, м.%-Потребление смолы, г/м2-Угол нашивки, град-Плотность нашивки",,-0.05823525471351876,-0.07356824769069603,-0.06590175120210795
"Плотность, кг/м3-Количество отвердителя, м.%-Шаг нашивки-Угол нашивки, град-Плотность нашивки",,-0.08449679661423115,-0.1025562962993507,-0.09352654645679026
"Плотность, кг/м3-Содержание эпоксидных групп,%_2-Температура вспышки, С_2-Поверхностная плотность, г/м2-Потребление смолы, г/м2",,-0.09356389370043106,-0.07447957348912593,-0.08402173359477838
"Плотность, кг/м3-Содержание эпоксидных групп,%_2-Температура вспышки, С_2-Поверхностная плотность, г/м2-Шаг нашивки",,-0.05929245158974861,-0.09704548771634625,-0.07816896965304743
"Плотность, кг/м3-Содержание эпоксидных групп,%_2-Температура вспышки, С_2-Поверхностная плотность, г/м2-Угол нашивки, град",,-0.08159538320706838,-0.07639898511998955,-0.07899718416352874
"Плотность, кг/м3-Содержание эпоксидных групп,%_2-Температура вспышки, С_2-Поверхностная плотность, г/м2-Плотность нашивки",,-0.09794555711490549,-0.06921094158298247,-0.08357824934894409
"Плотность, кг/м3-Содержание эпоксидных групп,%_2-Температура вспышки, С_2-Потребление смолы, г/м2-Шаг нашивки",,-0.10100913939736511,-0.15508196959477605,-0.12804555449607058
"Плотность, кг/м3-Содержание эпоксидных групп,%_2-Температура вспышки, С_2-Потребление смолы, г/м2-Угол нашивки, град",,-0.08989321926384064,-0.010785469607658582,-0.0503393444357495
"Плотность, кг/м3-Содержание эпоксидных групп,%_2-Температура вспышки, С_2-Потребление смолы, г/м2-Плотность нашивки",,-0.16146508163415674,-0.08006257837129893,-0.12076383000272761
"Плотность, кг/м3-Содержание эпоксидных групп,%_2-Температура вспышки, С_2-Шаг нашивки-Угол нашивки, град",,-0.10503752964870317,-0.10725990866777413,-0.10614871915823854
"Плотность, кг/м3-Содержание эпоксидных групп,%_2-Температура вспышки, С_2-Шаг нашивки-Плотность нашивки",,-0.08554615737415205,-0.1386399559588436,-0.11209305666649805
"Плотность, кг/м3-Содержание эпоксидных групп,%_2-Температура вспышки, С_2-Угол нашивки, град-Плотность нашивки",,-0.14780064588801567,-0.08056462525719899,-0.11418263557260744
"Плотность, кг/м3-Содержание эпоксидных групп,%_2-Поверхностная плотность, г/м2-Потребление смолы, г/м2-Шаг нашивки",,-0.07840381366066129,-0.14892838500313155,-0.11366609933189675
"Плотность, кг/м3-Содержание эпоксидных групп,%_2-Поверхностная плотность, г/м2-Потребление смолы, г/м2-Угол нашивки, град",,-0.061081497736307444,-0.08552962030968647,-0.07330555902299696
"Плотность, кг/м3-Содержание эпоксидных групп,%_2-Поверхностная плотность, г/м2-Потребление смолы, г/м2-Плотность нашивки",,-0.09979685263275173,-0.09674916739677819,-0.0982730100147653
"Плотность, кг/м3-Содержание эпоксидных групп,%_2-Поверхностная плотность, г/м2-Шаг нашивки-Угол нашивки, град",,-0.09913790588239868,-0.10800655821361493,-0.10357223204800714
"Плотность, кг/м3-Содержание эпоксидных групп,%_2-Поверхностная плотность, г/м2-Шаг нашивки-Плотность нашивки",,-0.1195973818698064,-0.07973658648057502,-0.09966698417519126
"Плотность, кг/м3-Содержание эпоксидных групп,%_2-Поверхностная плотность, г/м2-Угол нашивки, град-Плотность нашивки",,-0.09983323027220936,-0.07894200326920586,-0.08938761677070761
"Плотность, кг/м3-Содержание эпоксидных групп,%_2-Потребление смолы, г/м2-Шаг нашивки-Угол нашивки, град",,-0.03812607508608923,-0.09487458033774399,-0.06650032771191594
"Плотность, кг/м3-Содержание эпоксидных групп,%_2-Потребление смолы, г/м2-Шаг нашивки-Плотность нашивки",,-0.10041267585965019,-0.14535392901171673,-0.12288330243568346
"Плотность, кг/м3-Содержание эпоксидных групп,%_2-Потребление смолы, г/м2-Угол нашивки, град-Плотность нашивки",,-0.10346221544741097,-0.10455264113693863,-0.1040074282921758
"Плотность, кг/м3-Содержание эпоксидных групп,%_2-Шаг нашивки-Угол нашивки, град-Плотность нашивки",,-0.08498960557653312,-0.06421454988916575,-0.07460207773284977
"Плотность, кг/м3-Температура вспышки, С_2-Поверхностная плотность, г/м2-Потребление смолы, г/м2-Шаг нашивки",,-0.09192256388075126,-0.06797233050581264,-0.07994744719328195
"Плотность, кг/м3-Температура вспышки, С_2-Поверхностная плотность, г/м2-Потребление смолы, г/м2-Угол нашивки, град",,-0.04733728869066178,-0.07940237646038262,-0.0633698325755222
"Плотность, кг/м3-Температура вспышки, С_2-Поверхностная плотность, г/м2-Потребление смолы, г/м2-Плотность нашивки",,-0.06350723209022413,-0.06528562452647457,-0.06439642830834946
"Плотность, кг/м3-Температура вспышки, С_2-Поверхностная плотность, г/м2-Шаг нашивки-Угол нашивки, град",,-0.07986457039483064,-0.07443801992220966,-0.07715129515852026
"Плотность, кг/м3-Температура вспышки, С_2-Поверхностная плотность, г/м2-Шаг нашивки-Плотность нашивки",,-0.0807902884639764,-0.11359664908868905,-0.09719346877633261
"Плотность, кг/м3-Температура вспышки, С_2-Поверхностная плотность, г/м2-Угол нашивки, град-Плотность нашивки",,-0.10848216121296916,-0.05519037239066549,-0.08183626680181744
"Плотность, кг/м3-Температура вспышки, С_2-Потребление смолы, г/м2-Шаг нашивки-Угол нашивки, град",,-0.061974905588028095,-0.09197937163017067,-0.07697713860909894
"Плотность, кг/м3-Температура вспышки, С_2-Потребление смолы, г/м2-Шаг нашивки-Плотность нашивки",,-0.07468202416827752,-0.13787377577332327,-0.10627789997080017
"Плотность, кг/м3-Температура вспышки, С_2-Потребление смолы, г/м2-Угол нашивки, град-Плотность нашивки",,-0.07314763466837482,-0.11222962584490825,-0.09268863025664131
"Плотность, кг/м3-Температура вспышки, С_2-Шаг нашивки-Угол нашивки, град-Плотность нашивки",,-0.11175154251044206,-0.09825051217327063,-0.10500102734185635
"Плотность, кг/м3-Поверхностная плотность, г/м2-Потребление смолы, г/м2-Шаг нашивки-Угол нашивки, град",,-0.08298011922844828,-0.12342971343595854,-0.10320491633220397
"Плотность, кг/м3-Поверхностная плотность, г/м2-Потребление смолы, г/м2-Шаг нашивки-Плотность нашивки",,-0.1111860674666536,-0.09359591047185223,-0.1023909889692527
"Плотность, кг/м3-Поверхностная плотность, г/м2-Потребление смолы, г/м2-Угол нашивки, град-Плотность нашивки",,-0.12455674300800323,-0.08712389037839574,-0.10584031669319927
"Плотность, кг/м3-Поверхностная плотность, г/м2-Шаг нашивки-Угол нашивки, град-Плотность нашивки",,-0.09478861338158717,-0.07494312611034548,-0.084865869745966
"Плотность, кг/м3-Потребление смолы, г/м2-Шаг нашивки-Угол нашивки, град-Плотность нашивки",,-0.06010549138459398,-0.1582078184330742,-0.10915665490883408
"модуль упругости, ГПа-Количество отвердителя, м.%-Содержание эпоксидных групп,%_2-Температура вспышки, С_2-Поверхностная плотность, г/м2",,-0.07487836805651282,-0.14060533227887895,-0.10774185016769522
"модуль упругости, ГПа-Количество отвердителя, м.%-Содержание эпоксидных групп,%_2-Температура вспышки, С_2-Потребление смолы, г/м2",,-0.05547545642285523,-0.11409161419746638,-0.0847835353101608
"модуль упругости, ГПа-Количество отвердителя, м.%-Содержание эпоксидных групп,%_2-Температура вспышки, С_2-Шаг нашивки",,-0.08815184862071535,-0.07382087603406706,-0.08098636232739109
"модуль упругости, ГПа-Количество отвердителя, м.%-Содержание эпоксидных групп,%_2-Температура вспышки, С_2-Угол нашивки, град",,-0.0726119389794384,-0.06666869508841633,-0.06964031703392692
"модуль упругости, ГПа-Количество отвердителя, м.%-Содержание эпоксидных групп,%_2-Температура вспышки, С_2-Плотность нашивки",,-0.08556729683642894,-0.11639772256323044,-0.10098250969982914
"модуль упругости, ГПа-Количество отвердителя, м.%-Содержание эпоксидных групп,%_2-Поверхностная плотность, г/м2-Потребление смолы, г/м2",,-0.06553468889301284,-0.12938284148616774,-0.09745876518959007
"модуль упругости, ГПа-Количество отвердителя, м.%-Содержание эпоксидных групп,%_2-Поверхностная плотность, г/м2-Шаг нашивки",,-0.09219698374345509,-0.06550739084907642,-0.07885218729626597
"модуль упругости, ГПа-Количество отвердителя, м.%-Содержание эпоксидных групп,%_2-Поверхностная плотность, г/м2-Угол нашивки, град",,-0.02902394843091427,-0.07759133311407584,-0.05330764077249506
"модуль упругости, ГПа-Количество отвердителя, м.%-Содержание эпоксидных групп,%_2-Поверхностная плотность, г/м2-Плотность нашивки",,-0.08549177292960453,-0.07953712325483586,-0.08251444809222008
"модуль упругости, ГПа-Количество отвердителя, м.%-Содержание эпоксидных групп,%_2-Потребление смолы, г/м2-Шаг нашивки",,-0.07936180028913786,-0.14319048677872726,-0.11127614353393245
"модуль упругости, ГПа-Количество отвердителя, м.%-Содержание эпоксидных групп,%_2-Потребление смолы, г/м2-Угол нашивки, град",,-0.10491211435283776,-0.12187295772829154,-0.11339253604056487
"модуль упругости, ГПа-Количество отвердителя, м.%-Содержание эпоксидных групп,%_2-Потребление смолы, г/м2-Плотность нашивки",,-0.05993834105865181,-0.13103034130971114,-0.09548434118418081
"модуль упругости, ГПа-Количество отвердителя, м.%-Содержание эпоксидных групп,%_2-Шаг нашивки-Угол нашивки, град",,-0.08649517242368043,-0.10436835678390799,-0.09543176460379477
"модуль упругости, ГПа-Количество отвердителя, м.%-Содержание эпоксидных групп,%_2-Шаг нашивки-Плотность нашивки",,-0.1214191910438498,-0.08394058557601891,-0.10267988830993469
"модуль упругости, ГПа-Количество отвердителя, м.%-Содержание эпоксидных групп,%_2-Угол нашивки, град-Плотность нашивки",,-0.11791523938059911,-0.10984494772723141,-0.11388009355391526
"модуль упругости, ГПа-Количество отвердителя, м.%-Температура вспышки, С_2-Поверхностная плотность, г/м2-Потребление смолы, г/м2",,-0.05611222740249655,-0.12384481130565361,-0.08997851935407553
"модуль упругости, ГПа-Количество отвердителя, м.%-Температура вспышки, С_2-Поверхностная плотность, г/м2-Шаг нашивки",,-0.06898627881090569,-0.034914463349831504,-0.051950371080368485
"модуль упругости, ГПа-Количество отвердителя, м.%-Температура вспышки, С_2-Поверхностная плотность, г/м2-Угол нашивки, град",,-0.09696937855764243,-0.057168007273463495,-0.07706869291555318
"модуль упругости, ГПа-Количество отвердителя, м.%-Температура вспышки, С_2-Поверхностная плотность, г/м2-Плотность нашивки",,-0.1093313599516248,-0.09665986757724676,-0.10299561376443567
"модуль упругости, ГПа-Количество отвердителя, м.%-Температура вспышки, С_2-Потребление смолы, г/м2-Шаг нашивки",,-0.0646182795843977,-0.1874934792127254,-0.12605587939856167
"модуль упругости, ГПа-Количество отвердителя, м.%-Температура вспышки, С_2-Потребление смолы, г/м2-Угол нашивки, град",,-0.08698149044415682,-0.15505563156250757,-0.1210185610033323
"модуль упругости, ГПа-Количество отвердителя, м.%-Температура вспышки, С_2-Потребление смолы, г/м2-Плотность нашивки",,-0.06535835077416263,-0.14844751638906795,-0.10690293358161507
"модуль упругости, ГПа-Количество отвердителя, м.%-Температура вспышки, С_2-Шаг нашивки-Угол нашивки, град",,-0.12301484378862138,-0.046957475016955685,-0.08498615940278886
"модуль упругости, ГПа-Количество отвердителя, м.%-Температура вспышки, С_2-Шаг нашивки-Плотность нашивки",,-0.09750385681592344,-0.03671615919020077,-0.06711000800306222
"модуль упругости, ГПа-Количество отвердителя, м.%-Температура вспышки, С_2-Угол нашивки, град-Плотность нашивки",,-0.08446363844604066,-0.08602334495879904,-0.08524349170241963
