,Rows,"Модуль упругости при растяжении, ГПа","Прочность при растяжении, МПа","Модуль упругости при растяжении, ГПа-Прочность при растяжении, МПа"
"Температура вспышки, С_2-Поверхностная плотность, г/м2-Угол нашивки, град",,-0.05276668556638686,-0.06606227253707875,-0.05941447905173258
"Температура вспышки, С_2-Поверхностная плотность, г/м2-Плотность нашивки",,-0.04151905817609647,-0.07489590310982441,-0.05820748064296066
"Температура вспышки, С_2-Потребление смолы, г/м2-Шаг нашивки",,-0.07417307251574035,-0.12962812146886749,-0.1019005969923038
"Температура вспышки, С_2-Потребление смолы, г/м2-Угол нашивки, град",,-0.13777168772306725,-0.1251337663098544,-0.13145272701646105
"Температура вспышки, С_2-Потребление смолы, г/м2-Плотность нашивки",,-0.09561643919066709,-0.11008299232746177,-0.10284971575906376
"Температура вспышки, С_2-Шаг нашивки-Угол нашивки, град",,-0.1273250223737299,-0.13611135747854086,-0.1317181899261356
"Температура вспышки, С_2-Шаг нашивки-Плотность нашивки",,-0.14575940445725943,-0.10126062710569306,-0.1235100157814758
"Температура вспышки, С_2-Угол нашивки, град-Плотность нашивки",,-0.18098906759522593,-0.1445533984704177,-0.16277123303282215
"Поверхностная плотность, г/м2-Потребление смолы, г/м2-Шаг нашивки",,-0.10748454496363169,-0.15128798827036616,-0.1293862666169988
"Поверхностная плотность, г/м2-Потребление смолы, г/м2-Угол нашивки, град",,-0.09414049132976876,-0.07262931626904101,-0.08338490379940466
"Поверхностная плотность, г/м2-Потребление смолы, г/м2-Плотность нашивки",,-0.0646846832529242,-0.06811837036352997,-0.06640152680822742
"Поверхностная плотность, г/м2-Шаг нашивки-Угол нашивки, град",,-0.12007024442834435,-0.09261788619961853,-0.10634406531398133
"Поверхностная плотность, г/м2-Шаг нашивки-Плотность нашивки",,-0.08087861828374776,-0.08689824182147876,-0.08388843005261304
"Поверхностная плотность, г/м2-Угол нашивки, град-Плотность нашивки",,-0.10898253425601379,-0.08162025198573408,-0.09530139312087371
"Потребление смолы, г/м2-Шаг нашивки-Угол нашивки, град",,-0.0682310881219863,-0.1776086438487392,-0.12291986598536231
"Потребление смолы, г/м2-Шаг нашивки-Плотность нашивки",,-0.08629718900075334,-0.12905291310527534,-0.10767505105301411
"Потребление смолы, г/м2-Угол нашивки, град-Плотность нашивки",,-0.13892767684230756,-0.10569610178381783,-0.1223118893130627
"Шаг нашивки-Угол нашивки, град-Плотность нашивки",,-0.1215787882497048,-0.0991324455163527,-0.11035561688302875
"Соотношение матрица-наполнитель-Плотность, кг/м3-модуль упругости, ГПа-Количество отвердителя, м.%",,-0.05734030373923593,-0.1333170024966277,-0.0953286531179317
"Соотношение матрица-наполнитель-Плотность, кг/м3-модуль упругости, ГПа-Содержание эпоксидных групп,%_2",,-0.1280186496420721,-0.13185335701371215,-0.129936003327892
"Соотношение матрица-наполнитель-Плотность, кг/м3-модуль упругости, ГПа-Температура вспышки, С_2",,-0.12815291810053075,-0.17588557996542797,-0.15201924903297936
"Соотношение матрица-наполнитель-Плотность, кг/м3-модуль упругости, ГПа-Поверхностная плотность, г/м2",,-0.09489150418652725,-0.1083113672220315,-0.10160143570427915
"Соотношение матрица-наполнитель-Плотность, кг/м3-модуль упругости, ГПа-Потребление смолы, г/м2",,-0.08912382026723309,-0.1413064761632994,-0.11521514821526613
"Соотношение матрица-наполнитель-Плотность, кг/м3-модуль упругости, ГПа-Шаг нашивки",,-0.029161363503773075,-0.18077098030607952,-0.1049661719049263
"Соотношение матрица-наполнитель-Плотность, кг/м3-модуль упругости, ГПа-Угол нашивки, град",,-0.020974329311916673,-0.08885627095721627,-0.054915300134567024
"Соотношение матрица-наполнитель-Плотность, кг/м3-модуль упругости, ГПа-Плотность нашивки",,-0.08560324657713325,-0.11784216134216763,-0.10172270395965022
"Соотношение матрица-наполнитель-Плотность, кг/м3-Количество отвердителя, м.%-Содержание эпоксидных групп,%_2",,-0.12128442790397553,-0.08469578449185011,-0.10299010619791227
"Соотношение матрица-наполнитель-Плотность, кг/м3-Количество отвердителя, м.%-Температура вспышки, С_2",,-0.13464512682247753,-0.13101675882707853,-0.13283094282477803
"Соотношение матрица-наполнитель-Плотность, кг/м3-Количество отвердителя, м.%-Поверхностная плотность, г/м2",,-0.054574846259788146,-0.1434196183903078,-0.09899723232504809
"Соотношение матрица-наполнитель-Плотность, кг/м3-Количество отвердителя, м.%-Потребление смолы, г/м2",,-0.058880301741731644,-0.14326768223026676,-0.10107399198599931
"Соотношение матрица-наполнитель-Плотность, кг/м3-Количество отвердителя, м.%-Шаг нашивки",,-0.07197846670311736,-0.143331567805846,-0.10765501725448146
"Соотношение матрица-наполнитель-Плотность, кг/м3-Количество отвердителя, м.%-Угол нашивки, град",,-0.06622936673229551,-0.09388350570239568,-0.08005643621734593
"Соотношение матрица-наполнитель-Плотность, кг/м3-Количество отвердителя, м.%-Плотность нашивки",,-0.054101263039502134,-0.09999083855821445,-0.07704605079885851
