,Rows,"Модуль упругости при растяжении, ГПа","Прочность при растяжении, МПа","Модуль упругости при растяжении, ГПа-Прочность при растяжении, МПа"
"Соотношение матрица-наполнитель-Плотность, кг/м3-Количество отвердителя, м.%-Содержание эпоксидных групп,%_2-Поверхностная плотность, г/м2-Угол нашивки, град-Плотность нашивки",,-0.030518099823877654,-0.0073608636475557265,-0.018939481735716246
"Соотношение матрица-наполнитель-Плотность, кг/м3-Количество отвердителя, м.%-Содержание эпоксидных групп,%_2-Потребление смолы, г/м2-Шаг нашивки-Угол нашивки, град",,-0.018558523766403434,-0.010952137355756397,-0.014755330561079916
"Соотношение матрица-наполнитель-Плотность, кг/м3-Количество отвердителя, м.%-Содержание эпоксидных групп,%_2-Потребление смолы, г/м2-Шаг нашивки-Плотность нашивки",,-0.019692265757150995,-0.010468952387678199,-0.015080609072414486
"Соотношение матрица-наполнитель-Плотность, кг/м3-Количество отвердителя, м.%-Содержание эпоксидных групп,%_2-Потребление смолы, г/м2-Угол нашивки, град-Плотность нашивки",,-0.020555176579211132,-0.005006401333996102,-0.01278078895660395
"Соотношение матрица-наполнитель-Плотность, кг/м3-Количество отвердителя, м.%-Содержание эпоксидных групп,%_2-Шаг нашивки-Угол нашивки, град-Плотность нашивки",,-0.023858365489804356,-0.0117645965861497,-0.01781148103797725
"Соотношение матрица-наполнитель-Плотность, кг/м3-Количество отвердителя, м.%-Температура вспышки, С_2-Поверхностная плотность, г/м2-Потребление смолы, г/м2-Шаг нашивки",,-0.04624632432588638,-0.01488005159775252,-0.03056318796181945
"Соотношение матрица-наполнитель-Плотность, кг/м3-Количество отвердителя, м.%-Температура вспышки, С_2-Поверхностная плотность, г/м2-Потребление смолы, г/м2-Угол нашивки, град",,-0.04781774156237728,-0.009270075899645347,-0.028543908731011536
"Соотношение матрица-наполнитель-Плотность, кг/м3-Количество отвердителя, м.%-Температура вспышки, С_2-Поверхностная плотность, г/м2-Потребление смолы, г/м2-Плотность нашивки",,-0.04859900046984822,-0.008195237798971133,-0.028397119134409343
"Соотношение матрица-наполнитель-Плотность, кг/м3-Количество отвердителя, м.%-Температура вспышки, С_2-Поверхностная плотность, г/м2-Шаг нашивки-Угол нашивки, град",,-0.05007078051723224,-0.016688477877705887,-0.033379629197469174
"Соотношение матрица-наполнитель-Плотность, кг/м3-Количество отвердителя, м.%-Температура вспышки, С_2-Поверхностная плотность, г/м2-Шаг нашивки-Плотность нашивки",,-0.05075989107966228,-0.015685701432575083,-0.03322279625611857
"Соотношение матрица-наполнитель-Плотность, кг/м3-Количество отвердителя, м.%-Температура вспышки, С_2-Поверхностная плотность, г/м2-Угол нашивки, град-Плотность нашивки",,-0.05250645346758365,-0.010185317517388714,-0.03134588549248607
"Соотношение матрица-наполнитель-Плотность, кг/м3-Количество отвердителя, м.%-Температура вспышки, С_2-Потребление смолы, г/м2-Шаг нашивки-Угол нашивки, град",,-0.04229709989144159,-0.014262136182227492,-0.028279618036834764
"Соотношение матрица-наполнитель-Плотность, кг/м3-Количество отвердителя, м.%-Температура вспышки, С_2-Потребление смолы, г/м2-Шаг нашивки-Плотность нашивки",,-0.04339748106907315,-0.013619203542080793,-0.02850834230557675
"Соотношение матрица-наполнитель-Плотность, кг/м3-Количество отвердителя, м.%-Температура вспышки, С_2-Потребление смолы, г/м2-Угол нашивки, град-Плотность нашивки",,-0.04454097983980532,-0.007871843589194905,-0.026206411714499667
"Соотношение матрица-наполнитель-Плотность, кг/м3-Количество отвердителя, м.%-Температура вспышки, С_2-Шаг нашивки-Угол нашивки, град-Плотность нашивки",,-0.047258596150309806,-0.015332102220334098,-0.031295349185322174
"Соотношение матрица-наполнитель-Плотность, кг/м3-Количество отвердителя, м.%-Поверхностная плотность, г/м2-Потребление смолы, г/м2-Шаг нашивки-Угол нашивки, град",,-0.02503496105804759,-0.011698961431208854,-0.01836696124462822
"Соотношение матрица-наполнитель-Плотность, кг/м3-Количество отвердителя, м.%-Поверхностная плотность, г/м2-Потребление смолы, г/м2-Шаг нашивки-Плотность нашивки",,-0.026015608883317443,-0.010789404249303969,-0.018402506566310373
"Соотношение матрица-наполнитель-Плотность, кг/м3-Количество отвердителя, м.%-Поверхностная плотность, г/м2-Потребление смолы, г/м2-Угол нашивки, град-Плотность нашивки",,-0.02729886080120414,-0.0059557682718054394,-0.01662731453650479
"Соотношение матрица-наполнитель-Плотность, кг/м3-Количество отвердителя, м.%-Поверхностная плотность, г/м2-Шаг нашивки-Угол нашивки, град-Плотность нашивки",,-0.030434447565355516,-0.012244774642736989,-0.02133961110404614
"Соотношение матрица-наполнитель-Плотность, кг/м3-Количество отвердителя, м.%-Потребление смолы, г/м2-Шаг нашивки-Угол нашивки, град-Плотность нашивки",,-0.021084422567503536,-0.010133347166716655,-0.01560888486711054
"Соотношение матрица-наполнитель-Плотность, кг/м3-Содержание эпоксидных групп,%_2-Температура вспышки, С_2-Поверхностная плотность, г/м2-Потребление смолы, г/м2-Шаг нашивки",,-0.018774754037814922,-0.028036472563844894,-0.023405613300829797
"Соотношение матрица-наполнитель-Плотность, кг/м3-Содержание эпоксидных групп,%_2-Температура вспышки, С_2-Поверхностная плотность, г/м2-Потребление смолы, г/м2-Угол нашивки, град",,-0.02011207490237088,-0.02270729075045086,-0.02140968282641076
"Соотношение матрица-наполнитель-Плотность, кг/м3-Содержание эпоксидных групп,%_2-Температура вспышки, С_2-Поверхностная плотность, г/м2-Потребление смолы, г/м2-Плотность нашивки",,-0.020482036193950615,-0.021778012934376756,-0.021130024564163574
"Соотношение матрица-наполнитель-Плотность, кг/м3-Содержание эпоксидных групп,%_2-Температура вспышки, С_2-Поверхностная плотность, г/м2-Шаг нашивки-Угол нашивки, град",,-0.022699657588538757,-0.030086999051800456,-0.026393328320170273
"Соотношение матрица-наполнитель-Плотность, кг/м3-Содержание эпоксидных групп,%_2-Температура вспышки, С_2-Поверхностная плотность, г/м2-Шаг нашивки-Плотность нашивки",,-0.022993078284905044,-0.029262814047349206,-0.02612794616612757
"Соотношение матрица-наполнитель-Плотность, кг/м3-Содержание эпоксидных групп,%_2-Температура вспышки, С_2-Поверхностная плотность, г/м2-Угол нашивки, град-Плотность нашивки",,-0.02446852689151502,-0.023956289237447637,-0.024212408064481883
"Соотношение матрица-наполнитель-Плотность, кг/м3-Содержание эпоксидных групп,%_2-Температура вспышки, С_2-Потребление смолы, г/м2-Шаг нашивки-Угол нашивки, град",,-0.016427819776528407,-0.027474527905042567,-0.021951173840785043
"Соотношение матрица-наполнитель-Плотность, кг/м3-Содержание эпоксидных групп,%_2-Температура вспышки, С_2-Потребление смолы, г/м2-Шаг нашивки-Плотность нашивки",,-0.017132920439874022,-0.026937612207143635,-0.022035266323508496
"Соотношение матрица-наполнитель-Плотность, кг/м3-Содержание эпоксидных групп,%_2-Температура вспышки, С_2-Потребление смолы, г/м2-Угол нашивки, град-Плотность нашивки",,-0.018138405779457134,-0.021443316384262667,-0.01979086108185979
"Соотношение матрица-наполнитель-Плотность, кг/м3-Содержание эпоксидных групп,%_2-Температура вспышки, С_2-Шаг нашивки-Угол нашивки, град-Плотность нашивки",,-0.02111078296072466,-0.028853731686975692,-0.0249822573238504
"Соотношение матрица-наполнитель-Плотность, кг/м3-Содержание эпоксидных групп,%_2-Поверхностная плотность, г/м2-Потребление смолы, г/м2-Шаг нашивки-Угол нашивки, град",,-0.005358232678878361,-0.026360104845359,-0.015859168762118903
"Соотношение матрица-наполнитель-Плотность, кг/м3-Содержание эпоксидных групп,%_2-Поверхностная плотность, г/м2-Потребление смолы, г/м2-Шаг нашивки-Плотность нашивки",,-0.005871633764551243,-0.025595859019004852,-0.015733746391778047
"Соотношение матрица-наполнитель-Плотность, кг/м3-Содержание эпоксидных групп,%_2-Поверхностная плотность, г/м2-Потребление смолы, г/м2-Угол нашивки, град-Плотность нашивки",,-0.00700172845107172,-0.020838440385450907,-0.013920084418261536
"Соотношение матрица-наполнитель-Плотность, кг/м3-Содержание эпоксидных групп,%_2-Поверхностная плотность, г/м2-Шаг нашивки-Угол нашивки, град-Плотность нашивки",,-0.010295084454281067,-0.02717299726014555,-0.018734040857213974
"Соотношение матрица-наполнитель-Плотность, кг/м3-Содержание эпоксидных групп,%_2-Потребление смолы, г/м2-Шаг нашивки-Угол нашивки, град-Плотность нашивки",,-0.002665685752558211,-0.024846048095745088,-0.01375586692415165
"Соотношение матрица-наполнитель-Плотность, кг/м3-Температура вспышки, С_2-Поверхностная плотность, г/м2-Потребление смолы, г/м2-Шаг нашивки-Угол нашивки, град",,-0.02017961796913914,-0.02809193015007727,-0.024135774059607984
"Соотношение матрица-наполнитель-Плотность, кг/м3-Температура вспышки, С_2-Поверхностная плотность, г/м2-Потребление смолы, г/м2-Шаг нашивки-Плотность нашивки",,-0.020661392380289634,-0.0272129366692333,-0.023937164524762244
"Соотношение матрица-наполнитель-Плотность, кг/м3-Температура вспышки, С_2-Поверхностная плотность, г/м2-Потребление смолы, г/м2-Угол нашивки, град-Плотность нашивки",,-0.02196643663887876,-0.022310019269412118,-0.02213822795414544
"Соотношение матрица-наполнитель-Плотность, кг/м3-Температура вспышки, С_2-Поверхностная плотность, г/м2-Шаг нашивки-Угол нашивки, град-Плотность нашивки",,-0.024796641882128156,-0.029251729962533224,-0.0270241859223308
"Соотношение матрица-наполнитель-Плотность, кг/м3-Температура вспышки, С_2-Потребление смолы, г/м2-Шаг нашивки-Угол нашивки, град-Плотность нашивки",,-0.01885888804122371,-0.02694617126154908,-0.022902529651386394
"Соотношение матрица-наполнитель-Плотность, кг/м3-Поверхностная плотность, г/м2-Потребление смолы, г/м2-Шаг нашивки-Угол нашивки, град-Плотность нашивки",,-0.00730751533977636,-0.02548937640510096,-0.01639844587243855
"Соотношение матрица-наполнитель-модуль упругости, ГПа-Количество отвердителя, м.%-Содержание эпоксидных групп,%_2-Температура вспышки, С_2-Поверхностная плотность, г/м2-Потребление смолы, г/м2",,-0.04499869868191486,-0.03340298129054031,-0.039200839986227254
"Соотношение матрица-наполнитель-модуль упругости, ГПа-Количество отвердителя, м.%-Содержание эпоксидных групп,%_2-Температура вспышки, С_2-Поверхностная плотность, г/м2-Шаг нашивки",,-0.04732894803515775,-0.0391757125843748,-0.043252330309766496
"Соотношение матрица-наполнитель-модуль упругости, ГПа-Количество отвердителя, м.%-Содержание эпоксидных групп,%_2-Температура вспышки, С_2-Поверхностная плотность, г/м2-Угол нашивки, град",,-0.048626551264960405,-0.03479560412344185,-0.04171107769420079
"Соотношение матрица-наполнитель-модуль упругости, ГПа-Количество отвердителя, м.%-Содержание эпоксидных групп,%_2-Температура вспышки, С_2-Поверхностная плотность, г/м2-Плотность нашивки",,-0.04950988831953684,-0.03489209214636202,-0.04220099023294921
"Соотношение матрица-наполнитель-модуль упругости, ГПа-Количество отвердителя, м.%-Содержание эпоксидных групп,%_2-Температура вспышки, С_2-Потребление смолы, г/м2-Шаг нашивки",,-0.039358912761903175,-0.03648011341505031,-0.037919513088477186
"Соотношение матрица-наполнитель-модуль упругости, ГПа-Количество отвердителя, м.%-Содержание эпоксидных групп,%_2-Температура вспышки, С_2-Потребление смолы, г/м2-Угол нашивки, град",,-0.040111984417058766,-0.03201366569974029,-0.03606282505839942
"Соотношение матрица-наполнитель-модуль упругости, ГПа-Количество отвердителя, м.%-Содержание эпоксидных групп,%_2-Температура вспышки, С_2-Потребление смолы, г/м2-Плотность нашивки",,-0.041396005253300894,-0.0323358481159719,-0.03686592668463651
"Соотношение матрица-наполнитель-модуль упругости, ГПа-Количество отвердителя, м.%-Содержание эпоксидных групп,%_2-Температура вспышки, С_2-Шаг нашивки-Угол нашивки, град",,-0.042924205620227474,-0.03754007991811137,-0.040232142769169754
"Соотношение матрица-наполнитель-модуль упругости, ГПа-Количество отвердителя, м.%-Содержание эпоксидных групп,%_2-Температура вспышки, С_2-Шаг нашивки-Плотность нашивки",,-0.0441534675797568,-0.03807998911906352,-0.04111672834940994
"Соотношение матрица-наполнитель-модуль упругости, ГПа-Количество отвердителя, м.%-Содержание эпоксидных групп,%_2-Температура вспышки, С_2-Угол нашивки, град-Плотность нашивки",,-0.04502123370739497,-0.03368844783384639,-0.03935484077062057
"Соотношение матрица-наполнитель-модуль упругости, ГПа-Количество отвердителя, м.%-Содержание эпоксидных групп,%_2-Поверхностная плотность, г/м2-Потребление смолы, г/м2-Шаг нашивки",,-0.023884277238881202,-0.032333533025901806,-0.02810890513239117
"Соотношение матрица-наполнитель-модуль упругости, ГПа-Количество отвердителя, м.%-Содержание эпоксидных групп,%_2-Поверхностная плотность, г/м2-Потребление смолы, г/м2-Угол нашивки, град",,-0.024788602609856714,-0.02868704422068169,-0.026737823415269202
"Соотношение матрица-наполнитель-модуль упругости, ГПа-Количество отвердителя, м.%-Содержание эпоксидных групп,%_2-Поверхностная плотность, г/м2-Потребление смолы, г/м2-Плотность нашивки",,-0.02592465154518231,-0.028869637655531744,-0.02739714460035747
"Соотношение матрица-наполнитель-модуль упругости, ГПа-Количество отвердителя, м.%-Содержание эпоксидных групп,%_2-Поверхностная плотность, г/м2-Шаг нашивки-Угол нашивки, град",,-0.02792756789463846,-0.033182958567894216,-0.030555263231265894
"Соотношение матрица-наполнитель-модуль упругости, ГПа-Количество отвердителя, м.%-Содержание эпоксидных групп,%_2-Поверхностная плотность, г/м2-Шаг нашивки-Плотность нашивки",,-0.028990988410316776,-0.033554516309675986,-0.0312727523599966
"Соотношение матрица-наполнитель-модуль упругости, ГПа-Количество отвердителя, м.%-Содержание эпоксидных групп,%_2-Поверхностная плотность, г/м2-Угол нашивки, град-Плотность нашивки",,-0.030031706397517066,-0.030041120546735245,-0.030036413472126045
"Соотношение матрица-наполнитель-модуль упругости, ГПа-Количество отвердителя, м.%-Содержание эпоксидных групп,%_2-Потребление смолы, г/м2-Шаг нашивки-Угол нашивки, град",,-0.018072264859431586,-0.030303159666389856,-0.024187712262911054
"Соотношение матрица-наполнитель-модуль упругости, ГПа-Количество отвердителя, м.%-Содержание эпоксидных групп,%_2-Потребление смолы, г/м2-Шаг нашивки-Плотность нашивки",,-0.01949791930377809,-0.03093463474433067,-0.025216277024054712
"Соотношение матрица-наполнитель-модуль упругости, ГПа-Количество отвердителя, м.%-Содержание эпоксидных групп,%_2-Потребление смолы, г/м2-Угол нашивки, град-Плотность нашивки",,-0.019990171024014236,-0.027316279298808643,-0.02365322516141133
"Соотношение матрица-наполнитель-модуль упругости, ГПа-Количество отвердителя, м.%-Содержание эпоксидных групп,%_2-Шаг нашивки-Угол нашивки, град-Плотность нашивки",,-0.02344031862289353,-0.031778327097724324,-0.02760932286030926
"Соотношение матрица-наполнитель-модуль упругости, ГПа-Количество отвердителя, м.%-Температура вспышки, С_2-Поверхностная плотность, г/м2-Потребление смолы, г/м2-Шаг нашивки",,-0.04444003328690238,-0.0374326787593493,-0.04093635602312562
"Соотношение матрица-наполнитель-модуль упругости, ГПа-Количество отвердителя, м.%-Температура вспышки, С_2-Поверхностная плотность, г/м2-Потребление смолы, г/м2-Угол нашивки, град",,-0.04563554762795552,-0.033443444349666285,-0.03953949598881101
"Соотношение матрица-наполнитель-модуль упругости, ГПа-Количество отвердителя, м.%-Температура вспышки, С_2-Поверхностная плотность, г/м2-Потребление смолы, г/м2-Плотность нашивки",,-0.04671029402340987,-0.03346737320831017,-0.04008883361586002
"Соотношение матрица-наполнитель-модуль упругости, ГПа-Количество отвердителя, м.%-Температура вспышки, С_2-Поверхностная плотность, г/м2-Шаг нашивки-Угол нашивки, град",,-0.04820725757688704,-0.03860270026834445,-0.043404978922615745
"Соотношение матрица-наполнитель-модуль упругости, ГПа-Количество отвердителя, м.%-Температура вспышки, С_2-Поверхностная плотность, г/м2-Шаг нашивки-Плотность нашивки",,-0.04921467022923398,-0.038816939866220146,-0.04401580504772695
"Соотношение матрица-наполнитель-модуль упругости, ГПа-Количество отвердителя, м.%-Температура вспышки, С_2-Поверхностная плотность, г/м2-Угол нашивки, град-Плотность нашивки",,-0.05053348429608784,-0.034932542480324846,-0.042733013388205676
"Соотношение матрица-наполнитель-модуль упругости, ГПа-Количество отвердителя, м.%-Температура вспышки, С_2-Потребление смолы, г/м2-Шаг нашивки-Угол нашивки, град",,-0.04027488169740989,-0.035929032954323814,-0.03810195732586652
"Соотношение матрица-наполнитель-модуль упругости, ГПа-Количество отвердителя, м.%-Температура вспышки, С_2-Потребление смолы, г/м2-Шаг нашивки-Плотность нашивки",,-0.041688635229952364,-0.03639406902884623,-0.039041352129399076
"Соотношение матрица-наполнитель-модуль упругости, ГПа-Количество отвердителя, м.%-Температура вспышки, С_2-Потребление смолы, г/м2-Угол нашивки, град-Плотность нашивки",,-0.04242961415961144,-0.03238996869157784,-0.03740979142559464
"Соотношение матрица-наполнитель-модуль упругости, ГПа-Количество отвердителя, м.%-Температура вспышки, С_2-Шаг нашивки-Угол нашивки, град-Плотность нашивки",,-0.04541980655553801,-0.03755077092502823,-0.04148528874028301
"Соотношение матрица-наполнитель-модуль упругости, ГПа-Количество отвердителя, м.%-Поверхностная плотность, г/м2-Потребление смолы, г/м2-Шаг нашивки-Угол нашивки, град",,-0.024336307555719916,-0.03161888329503504,-0.02797759542537792
"Соотношение матрица-наполнитель-модуль упругости, ГПа-Количество отвердителя, м.%-Поверхностная плотность, г/м2-Потребление смолы, г/м2-Шаг нашивки-Плотность нашивки",,-0.025595324851527934,-0.03192526729174561,-0.02876029607163666
"Соотношение матрица-наполнитель-модуль упругости, ГПа-Количество отвердителя, м.%-Поверхностная плотность, г/м2-Потребление смолы, г/м2-Угол нашивки, град-Плотность нашивки",,-0.026490380945432657,-0.028791876859700194,-0.027641128902566314
"Соотношение матрица-наполнитель-модуль упругости, ГПа-Количество отвердителя, м.%-Поверхностная плотность, г/м2-Шаг нашивки-Угол нашивки, град-Плотность нашивки",,-0.029829922487837557,-0.032916956749792226,-0.03137343961881467
"Соотношение матрица-наполнитель-модуль упругости, ГПа-Количество отвердителя, м.%-Потребление смолы, г/м2-Шаг нашивки-Угол нашивки, град-Плотность нашивки",,-0.020375114967409624,-0.03029808813383994,-0.02533660155062467
"Соотношение матрица-наполнитель-модуль упругости, ГПа-Содержание эпоксидных групп,%_2-Температура вспышки, С_2-Поверхностная плотность, г/м2-Потребление смолы, г/м2-Шаг нашивки",,-0.01728512350419642,-0.04959261369589596,-0.033438868600046634
"Соотношение матрица-наполнитель-модуль упругости, ГПа-Содержание эпоксидных групп,%_2-Температура вспышки, С_2-Поверхностная плотность, г/м2-Потребление смолы, г/м2-Угол нашивки, град",,-0.018526096727617514,-0.046059542574401036,-0.032292819651009275
"Соотношение матрица-наполнитель-модуль упругости, ГПа-Содержание эпоксидных групп,%_2-Температура вспышки, С_2-Поверхностная плотность, г/м2-Потребление смолы, г/м2-Плотность нашивки",,-0.01920288180837204,-0.04602221136259721,-0.03261254658548418
"Соотношение матрица-наполнитель-модуль упругости, ГПа-Содержание эпоксидных групп,%_2-Температура вспышки, С_2-Поверхностная плотность, г/м2-Шаг нашивки-Угол нашивки, град",,-0.021175932748321857,-0.05106998877733315,-0.03612296076282706
"Соотношение матрица-наполнитель-модуль упругости, ГПа-Содержание эпоксидных групп,%_2-Температура вспышки, С_2-Поверхностная плотность, г/м2-Шаг нашивки-Плотность нашивки",,-0.021802493305636217,-0.05124610207836966,-0.03652429769200327
"Соотношение матрица-наполнитель-модуль упругости, ГПа-Содержание эпоксидных групп,%_2-Температура вспышки, С_2-Поверхностная плотность, г/м2-Угол нашивки, град-Плотность нашивки",,-0.02313982163965922,-0.04774464598377448,-0.03544223381171652
"Соотношение матрица-наполнитель-модуль упругости, ГПа-Содержание эпоксидных групп,%_2-Температура вспышки, С_2-Потребление смолы, г/м2-Шаг нашивки-Угол нашивки, град",,-0.01474397457851051,-0.048317487102844,-0.03153073084067759
"Соотношение матрица-наполнитель-модуль упругости, ГПа-Содержание эпоксидных групп,%_2-Температура вспышки, С_2-Потребление смолы, г/м2-Шаг нашивки-Плотность нашивки",,-0.015772783244804467,-0.04868446569362761,-0.03222862446921615
"Соотношение матрица-наполнитель-модуль упругости, ГПа-Содержание эпоксидных групп,%_2-Температура вспышки, С_2-Потребление смолы, г/м2-Угол нашивки, град-Плотность нашивки",,-0.016646222813301303,-0.0451246329997701,-0.03088542790653559
"Соотношение матрица-наполнитель-модуль упругости, ГПа-Содержание эпоксидных групп,%_2-Температура вспышки, С_2-Шаг нашивки-Угол нашивки, град-Плотность нашивки",,-0.019657738715243234,-0.05011870117963624,-0.034888219947439625
"Соотношение матрица-наполнитель-модуль упругости, ГПа-Содержание эпоксидных групп,%_2-Поверхностная плотность, г/м2-Потребление смолы, г/м2-Шаг нашивки-Угол нашивки, град",,-0.004703361893295233,-0.04533060257249044,-0.02501698223289317
"Соотношение матрица-наполнитель-модуль упругости, ГПа-Содержание эпоксидных групп,%_2-Поверхностная плотность, г/м2-Потребление смолы, г/м2-Шаг нашивки-Плотность нашивки",,-0.005510577600190247,-0.04556188790762472,-0.025536232753907928
"Соотношение матрица-наполнитель-модуль упругости, ГПа-Содержание эпоксидных групп,%_2-Поверхностная плотность, г/м2-Потребление смолы, г/м2-Угол нашивки, град-Плотность нашивки",,-0.0065065230072094415,-0.04269248248968127,-0.024599502748445357
"Соотношение матрица-наполнитель-модуль упругости, ГПа-Содержание эпоксидных групп,%_2-Поверхностная плотность, г/м2-Шаг нашивки-Угол нашивки, град-Плотность нашивки",,-0.009803359122404709,-0.046750741561659925,-0.028277050342032428
"Соотношение матрица-наполнитель-модуль упругости, ГПа-Содержание эпоксидных групп,%_2-Потребление смолы, г/м2-Шаг нашивки-Угол нашивки, град-Плотность нашивки",,-0.002067936939590176,-0.04402934225372501,-0.023048639596657483
"Соотношение матрица-наполнитель-модуль упругости, ГПа-Температура вспышки, С_2-Поверхностная плотность, г/м2-Потребление смолы, г/м2-Шаг нашивки-Угол нашивки, град",,-0.01833255503311859,-0.04939616526898449,-0.0338643601510521
"Соотношение матрица-наполнитель-модуль упругости, ГПа-Температура вспышки, С_2-Поверхностная плотность, г/м2-Потребление смолы, г/м2-Шаг нашивки-Плотность нашивки",,-0.019132130777879786,-0.04950319111285806,-0.0343176609453687
"Соотношение матрица-наполнитель-модуль упругости, ГПа-Температура вспышки, С_2-Поверхностная плотность, г/м2-Потребление смолы, г/м2-Угол нашивки, град-Плотность нашивки",,-0.020300204013927292,-0.046398435762206036,-0.033349319888066775
"Соотношение матрица-наполнитель-модуль упругости, ГПа-Температура вспышки, С_2-Поверхностная плотность, г/м2-Шаг нашивки-Угол нашивки, град-Плотность нашивки",,-0.023208494111029987,-0.05104078197174977,-0.0371246380413901
"Соотношение матрица-наполнитель-модуль упругости, ГПа-Температура вспышки, С_2-Потребление смолы, г/м2-Шаг нашивки-Угол нашивки, град-Плотность нашивки",,-0.017090728781298692,-0.04851150570240592,-0.03280111724185231
"Соотношение матрица-наполнитель-модуль упругости, ГПа-Поверхностная плотность, г/м2-Потребление смолы, г/м2-Шаг нашивки-Угол нашивки, град-Плотность нашивки",,-0.006486193593702172,-0.04524888968293217,-0.025867541638317504
"Соотношение матрица-наполнитель-Количество отвердителя, м.%-Содержание эпоксидных групп,%_2-Температура вспышки, С_2-Поверхностная плотность, г/м2-Потребление смолы, г/м2-Шаг нашивки",,-0.04260210733018255,-0.0221829146631205,-0.032392510996651525
"Соотношение матрица-наполнитель-Количество отвердителя, м.%-Содержание эпоксидных групп,%_2-Температура вспышки, С_2-Поверхностная плотность, г/м2-Потребление смолы, г/м2-Угол нашивки, град",,-0.04397566272268816,-0.016148044839515707,-0.030061853781102155
"Соотношение матрица-наполнитель-Количество отвердителя, м.%-Содержание эпоксидных групп,%_2-Температура вспышки, С_2-Поверхностная плотность, г/м2-Потребление смолы, г/м2-Плотность нашивки",,-0.04483029752000367,-0.016372737693005623,-0.030601517606504647
"Соотношение матрица-наполнитель-Количество отвердителя, м.%-Содержание эпоксидных групп,%_2-Температура вспышки, С_2-Поверхностная плотность, г/м2-Шаг нашивки-Угол нашивки, град",,-0.04624005533729658,-0.023380978970259036,-0.0348105171537777
"Соотношение матрица-наполнитель-Количество отвердителя, м.%-Содержание эпоксидных групп,%_2-Температура вспышки, С_2-Поверхностная плотность, г/м2-Шаг нашивки-Плотность нашивки",,-0.047027312391784815,-0.023748887548185937,-0.03538809996998549
"Соотношение матрица-наполнитель-Количество отвердителя, м.%-Содержание эпоксидных групп,%_2-Температура вспышки, С_2-Поверхностная плотность, г/м2-Угол нашивки, град-Плотность нашивки",,-0.048556204399671676,-0.017836701440740788,-0.03319645292020634
"Соотношение матрица-наполнитель-Количество отвердителя, м.%-Содержание эпоксидных групп,%_2-Температура вспышки, С_2-Потребление смолы, г/м2-Шаг нашивки-Угол нашивки, град",,-0.03808537017338409,-0.02034329001440116,-0.029214330093893293
"Соотношение матрица-наполнитель-Количество отвердителя, м.%-Содержание эпоксидных групп,%_2-Температура вспышки, С_2-Потребление смолы, г/м2-Шаг нашивки-Плотность нашивки",,-0.039284613870136376,-0.020999213865247723,-0.030141913867692605
"Соотношение матрица-наполнитель-Количество отвердителя, м.%-Содержание эпоксидных групп,%_2-Температура вспышки, С_2-Потребление смолы, г/м2-Угол нашивки, град-Плотность нашивки",,-0.040247210439933845,-0.01495531018905183,-0.027601260314492948
"Соотношение матрица-наполнитель-Количество отвердителя, м.%-Содержание эпоксидных групп,%_2-Температура вспышки, С_2-Шаг нашивки-Угол нашивки, град-Плотность нашивки",,-0.04294803210670506,-0.022154960702989612,-0.03255149640484756
"Соотношение матрица-наполнитель-Количество отвердителя, м.%-Содержание эпоксидных групп,%_2-Поверхностная плотность, г/м2-Потребление смолы, г/м2-Шаг нашивки-Угол нашивки, град",,-0.022195452004295735,-0.017189942210466214,-0.019692697107381307
"Соотношение матрица-наполнитель-Количество отвердителя, м.%-Содержание эпоксидных групп,%_2-Поверхностная плотность, г/м2-Потребление смолы, г/м2-Шаг нашивки-Плотность нашивки",,-0.02325848472818226,-0.017622842637694314,-0.020440663682938398
"Соотношение матрица-наполнитель-Количество отвердителя, м.%-Содержание эпоксидных групп,%_2-Поверхностная плотность, г/м2-Потребление смолы, г/м2-Угол нашивки, град-Плотность нашивки",,-0.02436666507121643,-0.012493497985814894,-0.018430081528515774
"Соотношение матрица-наполнитель-Количество отвердителя, м.%-Содержание эпоксидных групп,%_2-Поверхностная плотность, г/м2-Шаг нашивки-Угол нашивки, град-Плотность нашивки",,-0.027469125192717936,-0.01855304004764169,-0.023011082620180145
"Соотношение матрица-наполнитель-Количество отвердителя, м.%-Содержание эпоксидных групп,%_2-Потребление смолы, г/м2-Шаг нашивки-Угол нашивки, град-Плотность нашивки",,-0.017713361440339748,-0.01568562415194652,-0.016699492796142912
"Соотношение матрица-наполнитель-Количество отвердителя, м.%-Температура вспышки, С_2-Поверхностная плотность, г/м2-Потребление смолы, г/м2-Шаг нашивки-Угол нашивки, град",,-0.04356938671430344,-0.021055940753732516,-0.032312663734017866
"Соотношение матрица-наполнитель-Количество отвердителя, м.%-Температура вспышки, С_2-Поверхностная плотность, г/м2-Потребление смолы, г/м2-Шаг нашивки-Плотность нашивки",,-0.044556989895903065,-0.021368693585911203,-0.03296284174090669
"Соотношение матрица-наполнитель-Количество отвердителя, м.%-Температура вспышки, С_2-Поверхностная плотность, г/м2-Потребление смолы, г/м2-Угол нашивки, град-Плотность нашивки",,-0.045963301055910843,-0.015861456900498894,-0.03091237897820498
"Соотношение матрица-наполнитель-Количество отвердителя, м.%-Температура вспышки, С_2-Поверхностная плотность, г/м2-Шаг нашивки-Угол нашивки, град-Плотность нашивки",,-0.048405690271868806,-0.02265603415249018,-0.035530862212178826
