,Шаг нашивки
"Угол нашивки, град///Плотность нашивки///Количество отвердителя, м.%///Потребление смолы, г/м2///модуль упругости, ГПа///Поверхностная плотность, г/м2///Температура вспышки, С_2",-0.02486831713682358
"Угол нашивки, град///Плотность нашивки///Количество отвердителя, м.%///Потребление смолы, г/м2///модуль упругости, ГПа///Прочность при растяжении, МПа///Температура вспышки, С_2",-0.036596350778881126
"Угол нашивки, град///Плотность нашивки///Количество отвердителя, м.%///Потребление смолы, г/м2///Плотность, кг/м3///Поверхностная плотность, г/м2///Прочность при растяжении, МПа",-0.03220428097052053
"Угол нашивки, град///Плотность нашивки///Количество отвердителя, м.%///Потребление смолы, г/м2///Плотность, кг/м3///Поверхностная плотность, г/м2///Температура вспышки, С_2",-0.02282782679019446
"Угол нашивки, град///Плотность нашивки///Количество отвердителя, м.%///Потребление смолы, г/м2///Плотность, кг/м3///Прочность при растяжении, МПа///Температура вспышки, С_2",-0.03980130473653731
"Угол нашивки, град///Плотность нашивки///Количество отвердителя, м.%///Потребление смолы, г/м2///Поверхностная плотность, г/м2///Прочность при растяжении, МПа///Температура вспышки, С_2",-0.026961917801222812
"Угол нашивки, град///Плотность нашивки///Количество отвердителя, м.%///Соотношение матрица-наполнитель///Модуль упругости при растяжении, ГПа///модуль упругости, ГПа///Плотность, кг/м3",-0.03270050785596079
"Угол нашивки, град///Плотность нашивки///Количество отвердителя, м.%///Соотношение матрица-наполнитель///Модуль упругости при растяжении, ГПа///модуль упругости, ГПа///Поверхностная плотность, г/м2",-0.01820908332407356
"Угол нашивки, град///Плотность нашивки///Количество отвердителя, м.%///Соотношение матрица-наполнитель///Модуль упругости при растяжении, ГПа///модуль упругости, ГПа///Прочность при растяжении, МПа",-0.028482835408240925
"Угол нашивки, град///Плотность нашивки///Количество отвердителя, м.%///Соотношение матрица-наполнитель///Модуль упругости при растяжении, ГПа///модуль упругости, ГПа///Температура вспышки, С_2",-0.02363813386680036
"Угол нашивки, град///Плотность нашивки///Количество отвердителя, м.%///Соотношение матрица-наполнитель///Модуль упругости при растяжении, ГПа///Плотность, кг/м3///Поверхностная плотность, г/м2",-0.01665421603122419
"Угол нашивки, град///Плотность нашивки///Количество отвердителя, м.%///Соотношение матрица-наполнитель///Модуль упругости при растяжении, ГПа///Плотность, кг/м3///Прочность при растяжении, МПа",-0.032225438878198176
"Угол нашивки, град///Плотность нашивки///Количество отвердителя, м.%///Соотношение матрица-наполнитель///Модуль упругости при растяжении, ГПа///Плотность, кг/м3///Температура вспышки, С_2",-0.022374292469002244
"Угол нашивки, град///Плотность нашивки///Количество отвердителя, м.%///Соотношение матрица-наполнитель///Модуль упругости при растяжении, ГПа///Поверхностная плотность, г/м2///Прочность при растяжении, МПа",-0.018156973064986426
"Угол нашивки, град///Плотность нашивки///Количество отвердителя, м.%///Соотношение матрица-наполнитель///Модуль упругости при растяжении, ГПа///Поверхностная плотность, г/м2///Температура вспышки, С_2",-0.01052825152014547
"Угол нашивки, град///Плотность нашивки///Количество отвердителя, м.%///Соотношение матрица-наполнитель///Модуль упругости при растяжении, ГПа///Прочность при растяжении, МПа///Температура вспышки, С_2",-0.026006513234565265
"Угол нашивки, град///Плотность нашивки///Количество отвердителя, м.%///Соотношение матрица-наполнитель///модуль упругости, ГПа///Плотность, кг/м3///Поверхностная плотность, г/м2",-0.031137704572165248
"Угол нашивки, град///Плотность нашивки///Количество отвердителя, м.%///Соотношение матрица-наполнитель///модуль упругости, ГПа///Плотность, кг/м3///Прочность при растяжении, МПа",-0.04269500661419956
"Угол нашивки, град///Плотность нашивки///Количество отвердителя, м.%///Соотношение матрица-наполнитель///модуль упругости, ГПа///Плотность, кг/м3///Температура вспышки, С_2",-0.03612220503699959
"Угол нашивки, град///Плотность нашивки///Количество отвердителя, м.%///Соотношение матрица-наполнитель///модуль упругости, ГПа///Поверхностная плотность, г/м2///Прочность при растяжении, МПа",-0.027304656140918926
"Угол нашивки, град///Плотность нашивки///Количество отвердителя, м.%///Соотношение матрица-наполнитель///модуль упругости, ГПа///Поверхностная плотность, г/м2///Температура вспышки, С_2",-0.02243222945690282
"Угол нашивки, град///Плотность нашивки///Количество отвердителя, м.%///Соотношение матрица-наполнитель///модуль упругости, ГПа///Прочность при растяжении, МПа///Температура вспышки, С_2",-0.03435314298899206
"Угол нашивки, град///Плотность нашивки///Количество отвердителя, м.%///Соотношение матрица-наполнитель///Плотность, кг/м3///Поверхностная плотность, г/м2///Прочность при растяжении, МПа",-0.030633995558035032
"Угол нашивки, град///Плотность нашивки///Количество отвердителя, м.%///Соотношение матрица-наполнитель///Плотность, кг/м3///Поверхностная плотность, г/м2///Температура вспышки, С_2",-0.021119498018294935
"Угол нашивки, град///Плотность нашивки///Количество отвердителя, м.%///Соотношение матрица-наполнитель///Плотность, кг/м3///Прочность при растяжении, МПа///Температура вспышки, С_2",-0.03817476757448768
"Угол нашивки, град///Плотность нашивки///Количество отвердителя, м.%///Соотношение матрица-наполнитель///Поверхностная плотность, г/м2///Прочность при растяжении, МПа///Температура вспышки, С_2",-0.02509798198697344
"Угол нашивки, град///Плотность нашивки///Количество отвердителя, м.%///Модуль упругости при растяжении, ГПа///модуль упругости, ГПа///Плотность, кг/м3///Поверхностная плотность, г/м2",-0.03133987584684861
"Угол нашивки, град///Плотность нашивки///Количество отвердителя, м.%///Модуль упругости при растяжении, ГПа///модуль упругости, ГПа///Плотность, кг/м3///Прочность при растяжении, МПа",-0.042960740499035976
"Угол нашивки, град///Плотность нашивки///Количество отвердителя, м.%///Модуль упругости при растяжении, ГПа///модуль упругости, ГПа///Плотность, кг/м3///Температура вспышки, С_2",-0.036195128662183995
"Угол нашивки, град///Плотность нашивки///Количество отвердителя, м.%///Модуль упругости при растяжении, ГПа///модуль упругости, ГПа///Поверхностная плотность, г/м2///Прочность при растяжении, МПа",-0.027746446022623772
"Угол нашивки, град///Плотность нашивки///Количество отвердителя, м.%///Модуль упругости при растяжении, ГПа///модуль упругости, ГПа///Поверхностная плотность, г/м2///Температура вспышки, С_2",-0.022637088394930505
"Угол нашивки, град///Плотность нашивки///Количество отвердителя, м.%///Модуль упругости при растяжении, ГПа///модуль упругости, ГПа///Прочность при растяжении, МПа///Температура вспышки, С_2",-0.034447595092387484
"Угол нашивки, град///Плотность нашивки///Количество отвердителя, м.%///Модуль упругости при растяжении, ГПа///Плотность, кг/м3///Поверхностная плотность, г/м2///Прочность при растяжении, МПа",-0.029885657912960717
"Угол нашивки, град///Плотность нашивки///Количество отвердителя, м.%///Модуль упругости при растяжении, ГПа///Плотность, кг/м3///Поверхностная плотность, г/м2///Температура вспышки, С_2",-0.01991279015467029
"Угол нашивки, град///Плотность нашивки///Количество отвердителя, м.%///Модуль упругости при растяжении, ГПа///Плотность, кг/м3///Прочность при растяжении, МПа///Температура вспышки, С_2",-0.037074844140684515
"Угол нашивки, град///Плотность нашивки///Количество отвердителя, м.%///Модуль упругости при растяжении, ГПа///Поверхностная плотность, г/м2///Прочность при растяжении, МПа///Температура вспышки, С_2",-0.024208931302424963
"Угол нашивки, град///Плотность нашивки///Количество отвердителя, м.%///модуль упругости, ГПа///Плотность, кг/м3///Поверхностная плотность, г/м2///Прочность при растяжении, МПа",-0.0415236171794342
"Угол нашивки, град///Плотность нашивки///Количество отвердителя, м.%///модуль упругости, ГПа///Плотность, кг/м3///Поверхностная плотность, г/м2///Температура вспышки, С_2",-0.035015586442265434
"Угол нашивки, град///Плотность нашивки///Количество отвердителя, м.%///модуль упругости, ГПа///Плотность, кг/м3///Прочность при растяжении, МПа///Температура вспышки, С_2",-0.04795013761995759
"Угол нашивки, град///Плотность нашивки///Количество отвердителя, м.%///модуль упругости, ГПа///Поверхностная плотность, г/м2///Прочность при растяжении, МПа///Температура вспышки, С_2",-0.03367975151385072
"Угол нашивки, град///Плотность нашивки///Количество отвердителя, м.%///Плотность, кг/м3///Поверхностная плотность, г/м2///Прочность при растяжении, МПа///Температура вспышки, С_2",-0.03586452382682692
"Угол нашивки, град///Плотность нашивки///Потребление смолы, г/м2///Соотношение матрица-наполнитель///Модуль упругости при растяжении, ГПа///модуль упругости, ГПа///Плотность, кг/м3",-0.027784321334676454
"Угол нашивки, град///Плотность нашивки///Потребление смолы, г/м2///Соотношение матрица-наполнитель///Модуль упругости при растяжении, ГПа///модуль упругости, ГПа///Поверхностная плотность, г/м2",-0.013428622246577593
"Угол нашивки, град///Плотность нашивки///Потребление смолы, г/м2///Соотношение матрица-наполнитель///Модуль упругости при растяжении, ГПа///модуль упругости, ГПа///Прочность при растяжении, МПа",-0.023346936301163135
"Угол нашивки, град///Плотность нашивки///Потребление смолы, г/м2///Соотношение матрица-наполнитель///Модуль упругости при растяжении, ГПа///модуль упругости, ГПа///Температура вспышки, С_2",-0.017572634564729128
"Угол нашивки, град///Плотность нашивки///Потребление смолы, г/м2///Соотношение матрица-наполнитель///Модуль упругости при растяжении, ГПа///Плотность, кг/м3///Поверхностная плотность, г/м2",-0.012278476725396503
"Угол нашивки, град///Плотность нашивки///Потребление смолы, г/м2///Соотношение матрица-наполнитель///Модуль упругости при растяжении, ГПа///Плотность, кг/м3///Прочность при растяжении, МПа",-0.02736677713675295
"Угол нашивки, град///Плотность нашивки///Потребление смолы, г/м2///Соотношение матрица-наполнитель///Модуль упругости при растяжении, ГПа///Плотность, кг/м3///Температура вспышки, С_2",-0.01667585217301437
"Угол нашивки, град///Плотность нашивки///Потребление смолы, г/м2///Соотношение матрица-наполнитель///Модуль упругости при растяжении, ГПа///Поверхностная плотность, г/м2///Прочность при растяжении, МПа",-0.0133371928060384
"Угол нашивки, град///Плотность нашивки///Потребление смолы, г/м2///Соотношение матрица-наполнитель///Модуль упругости при растяжении, ГПа///Поверхностная плотность, г/м2///Температура вспышки, С_2",-0.004781943300808722
"Угол нашивки, град///Плотность нашивки///Потребление смолы, г/м2///Соотношение матрица-наполнитель///Модуль упругости при растяжении, ГПа///Прочность при растяжении, МПа///Температура вспышки, С_2",-0.019683411542985363
"Угол нашивки, град///Плотность нашивки///Потребление смолы, г/м2///Соотношение матрица-наполнитель///модуль упругости, ГПа///Плотность, кг/м3///Поверхностная плотность, г/м2",-0.02670673122994094
"Угол нашивки, град///Плотность нашивки///Потребление смолы, г/м2///Соотношение матрица-наполнитель///модуль упругости, ГПа///Плотность, кг/м3///Прочность при растяжении, МПа",-0.03766252997421704
"Угол нашивки, град///Плотность нашивки///Потребление смолы, г/м2///Соотношение матрица-наполнитель///модуль упругости, ГПа///Плотность, кг/м3///Температура вспышки, С_2",-0.030514019570055728
"Угол нашивки, град///Плотность нашивки///Потребление смолы, г/м2///Соотношение матрица-наполнитель///модуль упругости, ГПа///Поверхностная плотность, г/м2///Прочность при растяжении, МПа",-0.022389629799293376
"Угол нашивки, град///Плотность нашивки///Потребление смолы, г/м2///Соотношение матрица-наполнитель///модуль упругости, ГПа///Поверхностная плотность, г/м2///Температура вспышки, С_2",-0.016832765735831368
"Угол нашивки, град///Плотность нашивки///Потребление смолы, г/м2///Соотношение матрица-наполнитель///модуль упругости, ГПа///Прочность при растяжении, МПа///Температура вспышки, С_2",-0.02806728293118055
"Угол нашивки, град///Плотность нашивки///Потребление смолы, г/м2///Соотношение матрица-наполнитель///Плотность, кг/м3///Поверхностная плотность, г/м2///Прочность при растяжении, МПа",-0.0260286003071748
"Угол нашивки, град///Плотность нашивки///Потребление смолы, г/м2///Соотношение матрица-наполнитель///Плотность, кг/м3///Поверхностная плотность, г/м2///Температура вспышки, С_2",-0.01588603261836674
"Угол нашивки, град///Плотность нашивки///Потребление смолы, г/м2///Соотношение матрица-наполнитель///Плотность, кг/м3///Прочность при растяжении, МПа///Температура вспышки, С_2",-0.03212787487604207
"Угол нашивки, град///Плотность нашивки///Потребление смолы, г/м2///Соотношение матрица-наполнитель///Поверхностная плотность, г/м2///Прочность при растяжении, МПа///Температура вспышки, С_2",-0.019005924654048822
"Угол нашивки, град///Плотность нашивки///Потребление смолы, г/м2///Модуль упругости при растяжении, ГПа///модуль упругости, ГПа///Плотность, кг/м3///Поверхностная плотность, г/м2",-0.026501712426624024
"Угол нашивки, град///Плотность нашивки///Потребление смолы, г/м2///Модуль упругости при растяжении, ГПа///модуль упругости, ГПа///Плотность, кг/м3///Прочность при растяжении, МПа",-0.0376116772162689
"Угол нашивки, град///Плотность нашивки///Потребление смолы, г/м2///Модуль упругости при растяжении, ГПа///модуль упругости, ГПа///Плотность, кг/м3///Температура вспышки, С_2",-0.0302311095119685
"Угол нашивки, град///Плотность нашивки///Потребление смолы, г/м2///Модуль упругости при растяжении, ГПа///модуль упругости, ГПа///Поверхностная плотность, г/м2///Прочность при растяжении, МПа",-0.02243894931199608
"Угол нашивки, град///Плотность нашивки///Потребление смолы, г/м2///Модуль упругости при растяжении, ГПа///модуль упругости, ГПа///Поверхностная плотность, г/м2///Температура вспышки, С_2",-0.016598764083874062
"Угол нашивки, град///Плотность нашивки///Потребление смолы, г/м2///Модуль упругости при растяжении, ГПа///модуль упругости, ГПа///Прочность при растяжении, МПа///Температура вспышки, С_2",-0.02783201265806312
"Угол нашивки, град///Плотность нашивки///Потребление смолы, г/м2///Модуль упругости при растяжении, ГПа///Плотность, кг/м3///Поверхностная плотность, г/м2///Прочность при растяжении, МПа",-0.02514186623145398
"Угол нашивки, град///Плотность нашивки///Потребление смолы, г/м2///Модуль упругости при растяжении, ГПа///Плотность, кг/м3///Поверхностная плотность, г/м2///Температура вспышки, С_2",-0.014530086461727043
"Угол нашивки, град///Плотность нашивки///Потребление смолы, г/м2///Модуль упругости при растяжении, ГПа///Плотность, кг/м3///Прочность при растяжении, МПа///Температура вспышки, С_2",-0.030978280880785913
"Угол нашивки, град///Плотность нашивки///Потребление смолы, г/м2///Модуль упругости при растяжении, ГПа///Поверхностная плотность, г/м2///Прочность при растяжении, МПа///Температура вспышки, С_2",-0.017962561182899517
"Угол нашивки, град///Плотность нашивки///Потребление смолы, г/м2///модуль упругости, ГПа///Плотность, кг/м3///Поверхностная плотность, г/м2///Прочность при растяжении, МПа",-0.03645874600537513
"Угол нашивки, град///Плотность нашивки///Потребление смолы, г/м2///модуль упругости, ГПа///Плотность, кг/м3///Поверхностная плотность, г/м2///Температура вспышки, С_2",-0.029538347491901762
"Угол нашивки, град///Плотность нашивки///Потребление смолы, г/м2///модуль упругости, ГПа///Плотность, кг/м3///Прочность при растяжении, МПа///Температура вспышки, С_2",-0.04162548861187054
"Угол нашивки, град///Плотность нашивки///Потребление смолы, г/м2///модуль упругости, ГПа///Поверхностная плотность, г/м2///Прочность при растяжении, МПа///Температура вспышки, С_2",-0.027294883157065408
"Угол нашивки, град///Плотность нашивки///Потребление смолы, г/м2///Плотность, кг/м3///Поверхностная плотность, г/м2///Прочность при растяжении, МПа///Температура вспышки, С_2",-0.02999802092041093
"Угол нашивки, град///Плотность нашивки///Соотношение матрица-наполнитель///Модуль упругости при растяжении, ГПа///модуль упругости, ГПа///Плотность, кг/м3///Поверхностная плотность, г/м2",-0.02445929784871459
"Угол нашивки, град///Плотность нашивки///Соотношение матрица-наполнитель///Модуль упругости при растяжении, ГПа///модуль упругости, ГПа///Плотность, кг/м3///Прочность при растяжении, МПа",-0.03567051107995933
"Угол нашивки, град///Плотность нашивки///Соотношение матрица-наполнитель///Модуль упругости при растяжении, ГПа///модуль упругости, ГПа///Плотность, кг/м3///Температура вспышки, С_2",-0.028118773872020997
"Угол нашивки, град///Плотность нашивки///Соотношение матрица-наполнитель///Модуль упругости при растяжении, ГПа///модуль упругости, ГПа///Поверхностная плотность, г/м2///Прочность при растяжении, МПа",-0.020395104035378253
"Угол нашивки, град///Плотность нашивки///Соотношение матрица-наполнитель///Модуль упругости при растяжении, ГПа///модуль упругости, ГПа///Поверхностная плотность, г/м2///Температура вспышки, С_2",-0.014418829939411015
"Угол нашивки, град///Плотность нашивки///Соотношение матрица-наполнитель///Модуль упругости при растяжении, ГПа///модуль упругости, ГПа///Прочность при растяжении, МПа///Температура вспышки, С_2",-0.02577628386348141
"Угол нашивки, град///Плотность нашивки///Соотношение матрица-наполнитель///Модуль упругости при растяжении, ГПа///Плотность, кг/м3///Поверхностная плотность, г/м2///Прочность при растяжении, МПа",-0.023697454659106443
"Угол нашивки, град///Плотность нашивки///Соотношение матрица-наполнитель///Модуль упругости при растяжении, ГПа///Плотность, кг/м3///Поверхностная плотность, г/м2///Температура вспышки, С_2",-0.012992239494030722
"Угол нашивки, град///Плотность нашивки///Соотношение матрица-наполнитель///Модуль упругости при растяжении, ГПа///Плотность, кг/м3///Прочность при растяжении, МПа///Температура вспышки, С_2",-0.029446420516809457
"Угол нашивки, град///Плотность нашивки///Соотношение матрица-наполнитель///Модуль упругости при растяжении, ГПа///Поверхностная плотность, г/м2///Прочность при растяжении, МПа///Температура вспышки, С_2",-0.016273351610357256
"Угол нашивки, град///Плотность нашивки///Соотношение матрица-наполнитель///модуль упругости, ГПа///Плотность, кг/м3///Поверхностная плотность, г/м2///Прочность при растяжении, МПа",-0.03431682764955446
"Угол нашивки, град///Плотность нашивки///Соотношение матрица-наполнитель///модуль упругости, ГПа///Плотность, кг/м3///Поверхностная плотность, г/м2///Температура вспышки, С_2",-0.02724373866850427
"Угол нашивки, град///Плотность нашивки///Соотношение матрица-наполнитель///модуль упругости, ГПа///Плотность, кг/м3///Прочность при растяжении, МПа///Температура вспышки, С_2",-0.03943628457219517
"Угол нашивки, град///Плотность нашивки///Соотношение матрица-наполнитель///модуль упругости, ГПа///Поверхностная плотность, г/м2///Прочность при растяжении, МПа///Температура вспышки, С_2",-0.02496834701048778
"Угол нашивки, град///Плотность нашивки///Соотношение матрица-наполнитель///Плотность, кг/м3///Поверхностная плотность, г/м2///Прочность при растяжении, МПа///Температура вспышки, С_2",-0.028357950866218395
"Угол нашивки, град///Плотность нашивки///Модуль упругости при растяжении, ГПа///модуль упругости, ГПа///Плотность, кг/м3///Поверхностная плотность, г/м2///Прочность при растяжении, МПа",-0.03426923221842415
"Угол нашивки, град///Плотность нашивки///Модуль упругости при растяжении, ГПа///модуль упругости, ГПа///Плотность, кг/м3///Поверхностная плотность, г/м2///Температура вспышки, С_2",-0.026856665446781225
"Угол нашивки, град///Плотность нашивки///Модуль упругости при растяжении, ГПа///модуль упругости, ГПа///Плотность, кг/м3///Прочность при растяжении, МПа///Температура вспышки, С_2",-0.03915217330232856
"Угол нашивки, град///Плотность нашивки///Модуль упругости при растяжении, ГПа///модуль упругости, ГПа///Поверхностная плотность, г/м2///Прочность при растяжении, МПа///Температура вспышки, С_2",-0.02474518018616423
"Угол нашивки, град///Плотность нашивки///Модуль упругости при растяжении, ГПа///Плотность, кг/м3///Поверхностная плотность, г/м2///Прочность при растяжении, МПа///Температура вспышки, С_2",-0.027065945782741574
"Угол нашивки, град///Плотность нашивки///модуль упругости, ГПа///Плотность, кг/м3///Поверхностная плотность, г/м2///Прочность при растяжении, МПа///Температура вспышки, С_2",-0.03816102418378131
"Угол нашивки, град///Содержание эпоксидных групп,%_2///Количество отвердителя, м.%///Потребление смолы, г/м2///Соотношение матрица-наполнитель///Модуль упругости при растяжении, ГПа///модуль упругости, ГПа",-0.024420635833601212
"Угол нашивки, град///Содержание эпоксидных групп,%_2///Количество отвердителя, м.%///Потребление смолы, г/м2///Соотношение матрица-наполнитель///Модуль упругости при растяжении, ГПа///Плотность, кг/м3",-0.022963131338249898
"Угол нашивки, град///Содержание эпоксидных групп,%_2///Количество отвердителя, м.%///Потребление смолы, г/м2///Соотношение матрица-наполнитель///Модуль упругости при растяжении, ГПа///Поверхностная плотность, г/м2",-0.010344438218103269
"Угол нашивки, град///Содержание эпоксидных групп,%_2///Количество отвердителя, м.%///Потребление смолы, г/м2///Соотношение матрица-наполнитель///Модуль упругости при растяжении, ГПа///Прочность при растяжении, МПа",-0.02441672926816052
"Угол нашивки, град///Содержание эпоксидных групп,%_2///Количество отвердителя, м.%///Потребление смолы, г/м2///Соотношение матрица-наполнитель///Модуль упругости при растяжении, ГПа///Температура вспышки, С_2",-0.016927543617702323
"Угол нашивки, град///Содержание эпоксидных групп,%_2///Количество отвердителя, м.%///Потребление смолы, г/м2///Соотношение матрица-наполнитель///модуль упругости, ГПа///Плотность, кг/м3",-0.037325787499034924
"Угол нашивки, град///Содержание эпоксидных групп,%_2///Количество отвердителя, м.%///Потребление смолы, г/м2///Соотношение матрица-наполнитель///модуль упругости, ГПа///Поверхностная плотность, г/м2",-0.023008432017273206
"Угол нашивки, град///Содержание эпоксидных групп,%_2///Количество отвердителя, м.%///Потребление смолы, г/м2///Соотношение матрица-наполнитель///модуль упругости, ГПа///Прочность при растяжении, МПа",-0.03351233629295014
"Угол нашивки, град///Содержание эпоксидных групп,%_2///Количество отвердителя, м.%///Потребление смолы, г/м2///Соотношение матрица-наполнитель///модуль упругости, ГПа///Температура вспышки, С_2",-0.02869683846109461
"Угол нашивки, град///Содержание эпоксидных групп,%_2///Количество отвердителя, м.%///Потребление смолы, г/м2///Соотношение матрица-наполнитель///Плотность, кг/м3///Поверхностная плотность, г/м2",-0.02142853750963747
"Угол нашивки, град///Содержание эпоксидных групп,%_2///Количество отвердителя, м.%///Потребление смолы, г/м2///Соотношение матрица-наполнитель///Плотность, кг/м3///Прочность при растяжении, МПа",-0.03718444356248796
"Угол нашивки, град///Содержание эпоксидных групп,%_2///Количество отвердителя, м.%///Потребление смолы, г/м2///Соотношение матрица-наполнитель///Плотность, кг/м3///Температура вспышки, С_2",-0.027470387061926616
"Угол нашивки, град///Содержание эпоксидных групп,%_2///Количество отвердителя, м.%///Потребление смолы, г/м2///Соотношение матрица-наполнитель///Поверхностная плотность, г/м2///Прочность при растяжении, МПа",-0.023339497302470535
"Угол нашивки, град///Содержание эпоксидных групп,%_2///Количество отвердителя, м.%///Потребление смолы, г/м2///Соотношение матрица-наполнитель///Поверхностная плотность, г/м2///Температура вспышки, С_2",-0.01579443463280472
"Угол нашивки, град///Содержание эпоксидных групп,%_2///Количество отвердителя, м.%///Потребление смолы, г/м2///Соотношение матрица-наполнитель///Прочность при растяжении, МПа///Температура вспышки, С_2",-0.031662832091434945
"Угол нашивки, град///Содержание эпоксидных групп,%_2///Количество отвердителя, м.%///Потребление смолы, г/м2///Модуль упругости при растяжении, ГПа///модуль упругости, ГПа///Плотность, кг/м3",-0.03762738354311801
"Угол нашивки, град///Содержание эпоксидных групп,%_2///Количество отвердителя, м.%///Потребление смолы, г/м2///Модуль упругости при растяжении, ГПа///модуль упругости, ГПа///Поверхностная плотность, г/м2",-0.02348934364042976
"Угол нашивки, град///Содержание эпоксидных групп,%_2///Количество отвердителя, м.%///Потребление смолы, г/м2///Модуль упругости при растяжении, ГПа///модуль упругости, ГПа///Прочность при растяжении, МПа",-0.033911019560339595
"Угол нашивки, град///Содержание эпоксидных групп,%_2///Количество отвердителя, м.%///Потребление смолы, г/м2///Модуль упругости при растяжении, ГПа///модуль упругости, ГПа///Температура вспышки, С_2",-0.029029919531352144
"Угол нашивки, град///Содержание эпоксидных групп,%_2///Количество отвердителя, м.%///Потребление смолы, г/м2///Модуль упругости при растяжении, ГПа///Плотность, кг/м3///Поверхностная плотность, г/м2",-0.020616636186030934
"Угол нашивки, град///Содержание эпоксидных групп,%_2///Количество отвердителя, м.%///Потребление смолы, г/м2///Модуль упругости при растяжении, ГПа///Плотность, кг/м3///Прочность при растяжении, МПа",-0.03650097943658204
"Угол нашивки, град///Содержание эпоксидных групп,%_2///Количество отвердителя, м.%///Потребление смолы, г/м2///Модуль упругости при растяжении, ГПа///Плотность, кг/м3///Температура вспышки, С_2",-0.026515210366412356
"Угол нашивки, град///Содержание эпоксидных групп,%_2///Количество отвердителя, м.%///Потребление смолы, г/м2///Модуль упругости при растяжении, ГПа///Поверхностная плотность, г/м2///Прочность при растяжении, МПа",-0.022906013030922212
"Угол нашивки, град///Содержание эпоксидных групп,%_2///Количество отвердителя, м.%///Потребление смолы, г/м2///Модуль упругости при растяжении, ГПа///Поверхностная плотность, г/м2///Температура вспышки, С_2",-0.01504666336387639
"Угол нашивки, град///Содержание эпоксидных групп,%_2///Количество отвердителя, м.%///Потребление смолы, г/м2///Модуль упругости при растяжении, ГПа///Прочность при растяжении, МПа///Температура вспышки, С_2",-0.03088237387988446
"Угол нашивки, град///Содержание эпоксидных групп,%_2///Количество отвердителя, м.%///Потребление смолы, г/м2///модуль упругости, ГПа///Плотность, кг/м3///Поверхностная плотность, г/м2",-0.03622847481060387
"Угол нашивки, град///Содержание эпоксидных групп,%_2///Количество отвердителя, м.%///Потребление смолы, г/м2///модуль упругости, ГПа///Плотность, кг/м3///Прочность при растяжении, МПа",-0.047929303170878956
"Угол нашивки, град///Содержание эпоксидных групп,%_2///Количество отвердителя, м.%///Потребление смолы, г/м2///модуль упругости, ГПа///Плотность, кг/м3///Температура вспышки, С_2",-0.04130161178421443
"Угол нашивки, град///Содержание эпоксидных групп,%_2///Количество отвердителя, м.%///Потребление смолы, г/м2///модуль упругости, ГПа///Поверхностная плотность, г/м2///Прочность при растяжении, МПа",-0.03304518299116066
"Угол нашивки, град///Содержание эпоксидных групп,%_2///Количество отвердителя, м.%///Потребление смолы, г/м2///модуль упругости, ГПа///Поверхностная плотность, г/м2///Температура вспышки, С_2",-0.02802855628698775
